Framework,Workload,NThread,Iteration,ExecutionTime(s)
RAYON,Compress Avi Video,15,4,14.584759
RAYON,Compress Avi Video,15,5,8.205671
RAYON,Compress Avi Video,15,6,7.624358
RAYON,Compress Avi Video,15,7,7.232856
RAYON,Compress Avi Video,15,8,7.774203
RAYON,Compress Avi Video,15,9,8.027624
RAYON,Compress Avi Video,25,0,7.012139
RAYON,Compress Avi Video,25,1,6.534469
RAYON,Compress Avi Video,25,2,6.240323
RAYON,Compress Avi Video,25,3,7.437167
RAYON,Compress Avi Video,25,4,10.766024
RAYON,Compress Avi Video,25,5,6.374165
RAYON,Compress Avi Video,25,6,5.857039
RAYON,Compress Avi Video,25,7,6.851353
RAYON,Compress Avi Video,25,8,5.854331
RAYON,Compress Avi Video,25,9,7.249800
RAYON,Compress Avi Video,30,0,7.022234
RAYON,Compress Avi Video,30,1,6.432538
RAYON,Compress Avi Video,30,2,5.584736
RAYON,Compress Avi Video,30,3,6.633923
RAYON,Compress Avi Video,30,4,7.284396
RAYON,Compress Avi Video,30,5,6.573981
RAYON,Compress Avi Video,30,6,6.503984
RAYON,Compress Avi Video,30,7,6.251597
RAYON,Compress Avi Video,30,8,5.545272
RAYON,Compress Avi Video,30,9,6.467510
RAYON,Compress Iso File,1,0,103.961027
RAYON,Compress Iso File,1,1,109.756387
RAYON,Compress Iso File,1,2,103.786599
RAYON,Compress Iso File,1,3,103.720347
RAYON,Compress Iso File,1,4,111.005441
RAYON,Compress Iso File,1,5,103.224643
RAYON,Compress Iso File,1,6,104.388182
RAYON,Compress Iso File,1,7,103.581446
RAYON,Compress Iso File,1,8,103.344295
RAYON,Compress Iso File,1,9,103.130088
RAYON,Compress Iso File,5,0,22.119764
RAYON,Compress Iso File,5,1,22.536148
RAYON,Compress Iso File,5,2,22.095406
RAYON,Compress Iso File,5,3,22.795880
RAYON,Compress Iso File,5,4,22.595503
RAYON,Compress Iso File,5,5,22.606141
RAYON,Compress Iso File,5,6,22.087186
RAYON,Compress Iso File,5,7,22.228453
RAYON,Compress Iso File,5,8,22.162807
RAYON,Compress Iso File,5,9,22.042617
RAYON,Compress Iso File,10,0,12.614000
RAYON,Compress Iso File,10,1,13.055132
RAYON,Compress Iso File,10,2,12.290696
RAYON,Compress Iso File,10,3,12.788647
RAYON,Compress Iso File,10,4,13.272663
RAYON,Compress Iso File,10,5,12.873499
RAYON,Compress Iso File,10,6,11.986388
RAYON,Compress Iso File,10,7,12.043629
RAYON,Compress Iso File,10,8,11.922744
RAYON,Compress Iso File,10,9,12.041031
RAYON,Compress Iso File,15,0,9.796666
RAYON,Compress Iso File,15,1,11.838969
RAYON,Compress Iso File,15,2,10.539478
RAYON,Compress Iso File,15,3,10.684786
RAYON,Compress Iso File,15,4,18.738096
RAYON,Compress Iso File,15,5,10.420888
RAYON,Compress Iso File,15,6,9.599838
RAYON,Compress Iso File,15,7,9.854069
RAYON,Compress Iso File,15,8,9.096258
RAYON,Compress Iso File,15,9,10.421714
RAYON,Compress Iso File,25,0,7.937994
RAYON,Compress Iso File,25,1,7.402835
RAYON,Compress Iso File,25,2,8.043410
RAYON,Compress Iso File,25,3,7.866297
RAYON,Compress Iso File,25,4,10.184836
RAYON,Compress Iso File,25,5,8.376328
RAYON,Compress Iso File,25,6,7.874613
RAYON,Compress Iso File,25,7,8.342297
RAYON,Compress Iso File,25,8,7.713796
RAYON,Compress Iso File,25,9,8.338498
RAYON,Compress Iso File,30,0,8.443308
RAYON,Compress Iso File,30,1,8.071434
RAYON,Compress Iso File,30,2,6.795237
RAYON,Compress Iso File,30,3,9.058456
RAYON,Compress Iso File,30,4,7.904818
RAYON,Compress Iso File,30,5,8.451973
RAYON,Compress Iso File,30,6,8.755771
RAYON,Compress Iso File,30,7,8.154606
RAYON,Compress Iso File,30,8,7.076102
RAYON,Compress Iso File,30,9,7.429131
RAYON,Compress Jdk,1,0,23.485739
RAYON,Compress Jdk,1,1,23.631582
RAYON,Compress Jdk,1,2,23.653295
RAYON,Compress Jdk,1,3,23.447063
RAYON,Compress Jdk,1,4,23.525447
RAYON,Compress Jdk,1,5,23.516203
RAYON,Compress Jdk,1,6,23.369249
RAYON,Compress Jdk,1,7,23.750886
RAYON,Compress Jdk,1,8,23.523699
RAYON,Compress Jdk,1,9,23.377593
RAYON,Compress Jdk,5,0,5.168706
RAYON,Compress Jdk,5,1,5.123603
RAYON,Compress Jdk,5,2,5.088576
RAYON,Compress Jdk,5,3,5.089406
RAYON,Compress Jdk,5,4,5.243245
RAYON,Compress Jdk,5,5,5.340464
RAYON,Compress Jdk,5,6,5.096452
RAYON,Compress Jdk,5,7,5.227443
RAYON,Compress Jdk,5,8,5.158897
RAYON,Compress Jdk,5,9,5.132883
RAYON,Compress Jdk,10,0,2.914167
RAYON,Compress Jdk,10,1,3.718827
RAYON,Compress Jdk,10,2,3.295454
RAYON,Compress Jdk,10,3,3.414088
RAYON,Compress Jdk,10,4,5.280826
RAYON,Compress Jdk,10,5,3.009089
RAYON,Compress Jdk,10,6,3.404630
RAYON,Compress Jdk,10,7,2.962827
RAYON,Compress Jdk,10,8,2.816052
RAYON,Compress Jdk,10,9,2.848111
RAYON,Compress Jdk,15,0,2.677294
RAYON,Compress Jdk,15,1,2.947266
RAYON,Compress Jdk,15,2,2.865822
RAYON,Compress Jdk,15,3,2.251424
RAYON,Compress Jdk,15,4,3.903629
RAYON,Compress Jdk,15,5,2.783133
RAYON,Compress Jdk,15,6,2.330203
RAYON,Compress Jdk,15,7,2.652669
RAYON,Compress Jdk,15,8,2.389389
RAYON,Compress Jdk,15,9,3.316217
RAYON,Compress Jdk,25,0,3.607525
RAYON,Compress Jdk,25,1,1.972228
RAYON,Compress Jdk,25,2,2.226392
RAYON,Compress Jdk,25,3,2.666959
RAYON,Compress Jdk,25,4,2.390901
RAYON,Compress Jdk,25,5,2.224765
RAYON,Compress Jdk,25,6,1.669631
RAYON,Compress Jdk,25,7,2.169959
RAYON,Compress Jdk,25,8,1.791112
RAYON,Compress Jdk,25,9,1.983219
RAYON,Compress Jdk,30,0,1.884838
RAYON,Compress Jdk,30,1,3.140335
RAYON,Compress Jdk,30,2,2.190499
RAYON,Compress Jdk,30,3,3.017309
RAYON,Compress Jdk,30,4,2.280154
RAYON,Compress Jdk,30,5,2.181502
RAYON,Compress Jdk,30,6,1.680085
RAYON,Compress Jdk,30,7,1.998760
RAYON,Compress Jdk,30,8,1.535417
RAYON,Compress Jdk,30,9,1.591478
RAYON,Decompress Avi Video,1,0,50.981489
RAYON,Decompress Avi Video,1,1,50.752652
RAYON,Decompress Avi Video,1,2,51.209667
RAYON,Decompress Avi Video,1,3,50.766826
RAYON,Decompress Avi Video,1,4,51.321695
RAYON,Decompress Avi Video,1,5,51.077808
RAYON,Decompress Avi Video,1,6,50.299777
RAYON,Decompress Avi Video,1,7,49.743885
RAYON,Decompress Avi Video,1,8,51.110088
RAYON,Decompress Avi Video,1,9,49.710039
RAYON,Decompress Avi Video,5,0,11.736338
RAYON,Decompress Avi Video,5,1,11.891878
RAYON,Decompress Avi Video,5,2,11.691891
RAYON,Decompress Avi Video,5,3,11.726125
RAYON,Decompress Avi Video,5,4,11.772845
RAYON,Decompress Avi Video,5,5,12.034330
RAYON,Decompress Avi Video,5,6,11.884204
RAYON,Decompress Avi Video,5,7,11.794671
RAYON,Decompress Avi Video,5,8,11.831984
RAYON,Decompress Avi Video,5,9,11.827395
RAYON,Decompress Avi Video,10,0,7.192647
RAYON,Decompress Avi Video,10,1,7.543036
RAYON,Decompress Avi Video,10,2,7.449105
RAYON,Decompress Avi Video,10,3,7.215401
RAYON,Decompress Avi Video,10,4,13.427673
RAYON,Decompress Avi Video,10,5,7.485845
RAYON,Decompress Avi Video,10,6,6.882764
RAYON,Decompress Avi Video,10,7,7.388299
RAYON,Decompress Avi Video,10,8,7.196276
RAYON,Decompress Avi Video,10,9,7.023695
RAYON,Decompress Avi Video,15,0,5.740400
RAYON,Decompress Avi Video,15,1,6.231268
RAYON,Decompress Avi Video,15,2,6.022205
RAYON,Decompress Avi Video,15,3,6.239810
RAYON,Decompress Avi Video,15,4,10.307798
RAYON,Decompress Avi Video,15,5,6.485761
RAYON,Decompress Avi Video,15,6,5.460130
RAYON,Decompress Avi Video,15,7,6.243886
RAYON,Decompress Avi Video,15,8,5.535558
RAYON,Decompress Avi Video,15,9,5.986535
RAYON,Decompress Avi Video,25,0,4.756403
RAYON,Decompress Avi Video,25,1,5.743684
RAYON,Decompress Avi Video,25,2,5.755514
RAYON,Decompress Avi Video,25,3,5.316242
RAYON,Decompress Avi Video,25,4,4.578889
RAYON,Decompress Avi Video,25,5,6.983174
RAYON,Decompress Avi Video,25,6,4.286042
RAYON,Decompress Avi Video,25,7,5.352311
RAYON,Decompress Avi Video,25,8,4.426491
RAYON,Decompress Avi Video,25,9,4.675777
RAYON,Decompress Avi Video,30,0,5.048560
RAYON,Decompress Avi Video,30,1,7.057443
RAYON,Decompress Avi Video,30,2,5.669119
RAYON,Decompress Avi Video,30,3,4.681266
RAYON,Decompress Avi Video,30,4,4.671780
RAYON,Decompress Avi Video,30,5,5.324951
RAYON,Decompress Avi Video,30,6,4.456327
RAYON,Decompress Avi Video,30,7,4.940667
RAYON,Decompress Avi Video,30,8,3.841384
RAYON,Decompress Avi Video,30,9,4.933363
RAYON,Decompress Iso File,1,0,49.987370
RAYON,Decompress Iso File,1,1,50.488840
RAYON,Decompress Iso File,1,2,49.533042
RAYON,Decompress Iso File,1,3,50.634212
RAYON,Decompress Iso File,1,4,50.321306
RAYON,Decompress Iso File,1,5,50.889304
RAYON,Decompress Iso File,1,6,50.218977
RAYON,Decompress Iso File,1,7,50.762651
RAYON,Decompress Iso File,1,8,50.646863
RAYON,Decompress Iso File,1,9,49.547303
RAYON,Decompress Iso File,5,0,11.890274
RAYON,Decompress Iso File,5,1,11.673925
RAYON,Decompress Iso File,5,2,11.725373
RAYON,Decompress Iso File,5,3,11.760002
RAYON,Decompress Iso File,5,4,11.749707
RAYON,Decompress Iso File,5,5,11.904460
RAYON,Decompress Iso File,5,6,11.849401
RAYON,Decompress Iso File,5,7,11.622405
RAYON,Decompress Iso File,5,8,11.928936
RAYON,Decompress Iso File,5,9,11.523379
RAYON,Decompress Iso File,10,0,7.029367
RAYON,Decompress Iso File,10,1,7.027852
RAYON,Decompress Iso File,10,2,7.239816
RAYON,Decompress Iso File,10,3,7.339242
RAYON,Decompress Iso File,10,4,11.247109
RAYON,Decompress Iso File,10,5,7.005127
RAYON,Decompress Iso File,10,6,6.904821
RAYON,Decompress Iso File,10,7,7.014401
RAYON,Decompress Iso File,10,8,6.876905
RAYON,Decompress Iso File,10,9,6.874911
RAYON,Decompress Iso File,15,0,5.690292
RAYON,Decompress Iso File,15,1,5.897203
RAYON,Decompress Iso File,15,2,5.698637
RAYON,Decompress Iso File,15,3,6.415427
RAYON,Decompress Iso File,15,4,11.181894
RAYON,Decompress Iso File,15,5,5.571334
RAYON,Decompress Iso File,15,6,5.651954
RAYON,Decompress Iso File,15,7,5.695935
RAYON,Decompress Iso File,15,8,6.244106
RAYON,Decompress Iso File,15,9,5.941400
RAYON,Decompress Iso File,25,0,5.049807
RAYON,Decompress Iso File,25,1,5.132074
RAYON,Decompress Iso File,25,2,4.548010
RAYON,Decompress Iso File,25,3,4.188305
RAYON,Decompress Iso File,25,4,6.204000
RAYON,Decompress Iso File,25,5,5.138313
RAYON,Decompress Iso File,25,6,5.498520
RAYON,Decompress Iso File,25,7,4.468771
RAYON,Decompress Iso File,25,8,4.977764
RAYON,Decompress Iso File,25,9,4.776003
RAYON,Decompress Iso File,30,0,4.708311
RAYON,Decompress Iso File,30,1,9.674571
RAYON,Decompress Iso File,30,2,4.862915
RAYON,Decompress Iso File,30,3,4.541757
RAYON,Decompress Iso File,30,4,4.224021
RAYON,Decompress Iso File,30,5,4.707208
RAYON,Decompress Iso File,30,6,3.982507
RAYON,Decompress Iso File,30,7,4.277992
RAYON,Decompress Iso File,30,8,4.235400
RAYON,Decompress Iso File,30,9,4.268137
RAYON,Decompress Jdk,1,0,13.994386
RAYON,Decompress Jdk,1,1,14.011362
RAYON,Decompress Jdk,1,2,13.511340
RAYON,Decompress Jdk,1,3,13.971612
RAYON,Decompress Jdk,1,4,13.716899
RAYON,Decompress Jdk,1,5,14.710011
RAYON,Decompress Jdk,1,6,13.688397
RAYON,Decompress Jdk,1,7,13.597470
RAYON,Decompress Jdk,1,8,13.686743
RAYON,Decompress Jdk,1,9,13.972989
RAYON,Decompress Jdk,5,0,3.195979
RAYON,Decompress Jdk,5,1,3.195782
RAYON,Decompress Jdk,5,2,3.233533
RAYON,Decompress Jdk,5,3,3.357427
RAYON,Decompress Jdk,5,4,3.295597
RAYON,Decompress Jdk,5,5,3.247842
RAYON,Decompress Jdk,5,6,3.283400
RAYON,Decompress Jdk,5,7,3.210541
RAYON,Decompress Jdk,5,8,3.245260
RAYON,Decompress Jdk,5,9,3.212663
RAYON,Decompress Jdk,10,0,2.251722
RAYON,Decompress Jdk,10,1,2.201438
RAYON,Decompress Jdk,10,2,2.071429
RAYON,Decompress Jdk,10,3,2.084238
RAYON,Decompress Jdk,10,4,3.789723
RAYON,Decompress Jdk,10,5,2.038740
RAYON,Decompress Jdk,10,6,1.942064
RAYON,Decompress Jdk,10,7,2.070346
RAYON,Decompress Jdk,10,8,1.896688
RAYON,Decompress Jdk,10,9,1.969331
RAYON,Decompress Jdk,15,0,1.942374
RAYON,Decompress Jdk,15,1,1.692173
RAYON,Decompress Jdk,15,2,1.707534
RAYON,Decompress Jdk,15,3,2.080530
RAYON,Decompress Jdk,15,4,3.132179
RAYON,Decompress Jdk,15,5,1.674300
RAYON,Decompress Jdk,15,6,1.935960
RAYON,Decompress Jdk,15,7,1.477605
RAYON,Decompress Jdk,15,8,1.826648
RAYON,Decompress Jdk,15,9,1.685775
RAYON,Decompress Jdk,25,0,1.879969
RAYON,Decompress Jdk,25,1,1.373122
RAYON,Decompress Jdk,25,2,1.288323
RAYON,Decompress Jdk,25,3,1.485305
RAYON,Decompress Jdk,25,4,2.235803
RAYON,Decompress Jdk,25,5,1.495823
RAYON,Decompress Jdk,25,6,1.249808
RAYON,Decompress Jdk,25,7,1.327328
RAYON,Decompress Jdk,25,8,1.417700
RAYON,Decompress Jdk,25,9,1.456639
RAYON,Decompress Jdk,30,0,1.071652
RAYON,Decompress Jdk,30,1,2.397040
RAYON,Decompress Jdk,30,2,1.703883
RAYON,Decompress Jdk,30,3,1.198598
RAYON,Decompress Jdk,30,4,1.497210
RAYON,Decompress Jdk,30,5,1.752477
RAYON,Decompress Jdk,30,6,1.045812
RAYON,Decompress Jdk,30,7,1.201083
RAYON,Decompress Jdk,30,8,1.030996
RAYON,Decompress Jdk,30,9,1.079954
SEQUENTIAL,Compress Avi Video,1,0,88.374499
SEQUENTIAL,Compress Avi Video,1,1,105.880067
SEQUENTIAL,Compress Avi Video,1,2,80.757263
SEQUENTIAL,Compress Avi Video,1,3,80.530155
SEQUENTIAL,Compress Avi Video,1,4,80.856088
SEQUENTIAL,Compress Avi Video,1,5,85.201603
SEQUENTIAL,Compress Avi Video,1,6,81.955629
SEQUENTIAL,Compress Avi Video,1,7,83.605301
SEQUENTIAL,Compress Avi Video,1,8,83.674681
SEQUENTIAL,Compress Avi Video,1,9,80.788140
SEQUENTIAL,Compress Avi Video,5,0,81.394241
SEQUENTIAL,Compress Avi Video,5,1,84.723162
SEQUENTIAL,Compress Avi Video,5,2,81.880034
SEQUENTIAL,Compress Avi Video,5,3,81.822453
SEQUENTIAL,Compress Avi Video,5,4,82.194969
SEQUENTIAL,Compress Avi Video,5,5,82.464187
SEQUENTIAL,Compress Avi Video,5,6,81.676029
SEQUENTIAL,Compress Avi Video,5,7,82.505130
SEQUENTIAL,Compress Avi Video,5,8,81.579850
SEQUENTIAL,Compress Avi Video,5,9,81.214895
SEQUENTIAL,Compress Avi Video,10,0,80.873114
SEQUENTIAL,Compress Avi Video,10,1,80.301792
SEQUENTIAL,Compress Avi Video,10,2,80.828776
SEQUENTIAL,Compress Avi Video,10,3,80.652005
SEQUENTIAL,Compress Avi Video,10,4,80.929391
SEQUENTIAL,Compress Avi Video,10,5,80.947777
SEQUENTIAL,Compress Avi Video,10,6,80.515856
SEQUENTIAL,Compress Avi Video,10,7,80.760667
SEQUENTIAL,Compress Avi Video,10,8,80.575384
SEQUENTIAL,Compress Avi Video,10,9,80.594742
SEQUENTIAL,Compress Avi Video,15,0,80.174499
SEQUENTIAL,Compress Avi Video,15,1,80.760835
SEQUENTIAL,Compress Avi Video,15,2,80.342475
SEQUENTIAL,Compress Avi Video,15,3,80.909177
SEQUENTIAL,Compress Avi Video,15,4,80.990775
SEQUENTIAL,Compress Avi Video,15,5,80.925029
SEQUENTIAL,Compress Avi Video,15,6,80.351240
SEQUENTIAL,Compress Avi Video,15,7,83.095853
SEQUENTIAL,Compress Avi Video,15,8,81.249883
SEQUENTIAL,Compress Avi Video,15,9,80.368409
SEQUENTIAL,Compress Avi Video,25,0,80.743725
SEQUENTIAL,Compress Avi Video,25,1,81.020270
SEQUENTIAL,Compress Avi Video,25,2,80.469340
SEQUENTIAL,Compress Avi Video,25,3,80.466675
SEQUENTIAL,Compress Avi Video,25,4,80.793414
SEQUENTIAL,Compress Avi Video,25,5,81.047518
SEQUENTIAL,Compress Avi Video,25,6,80.288379
SEQUENTIAL,Compress Avi Video,25,7,80.391757
SEQUENTIAL,Compress Avi Video,25,8,81.888692
SEQUENTIAL,Compress Avi Video,25,9,80.818946
SEQUENTIAL,Compress Avi Video,30,0,86.928250
SEQUENTIAL,Compress Avi Video,30,1,81.233587
SEQUENTIAL,Compress Avi Video,30,2,80.248847
SEQUENTIAL,Compress Avi Video,30,3,80.933082
SEQUENTIAL,Compress Avi Video,30,4,80.382421
SEQUENTIAL,Compress Avi Video,30,5,82.774604
SEQUENTIAL,Compress Avi Video,30,6,80.404399
SEQUENTIAL,Compress Avi Video,30,7,81.183135
SEQUENTIAL,Compress Avi Video,30,8,81.246227
SEQUENTIAL,Compress Avi Video,30,9,80.821606
SEQUENTIAL,Compress Iso File,1,0,103.469603
SEQUENTIAL,Compress Iso File,1,1,111.249772
SEQUENTIAL,Compress Iso File,1,2,103.818077
SEQUENTIAL,Compress Iso File,1,3,103.278676
SEQUENTIAL,Compress Iso File,1,4,108.719840
SEQUENTIAL,Compress Iso File,1,5,102.825258
SEQUENTIAL,Compress Iso File,1,6,104.030178
SEQUENTIAL,Compress Iso File,1,7,103.819870
SEQUENTIAL,Compress Iso File,1,8,103.987602
SEQUENTIAL,Compress Iso File,1,9,103.872817
SEQUENTIAL,Compress Iso File,5,0,115.414129
SEQUENTIAL,Compress Iso File,5,1,113.839797
SEQUENTIAL,Compress Iso File,5,2,109.997434
SEQUENTIAL,Compress Iso File,5,3,115.570838
SEQUENTIAL,Compress Iso File,5,4,166.877059
SEQUENTIAL,Compress Iso File,5,5,114.698573
SEQUENTIAL,Compress Iso File,5,6,106.686776
SEQUENTIAL,Compress Iso File,5,7,108.967767
SEQUENTIAL,Compress Iso File,5,8,107.609447
SEQUENTIAL,Compress Iso File,5,9,107.205957
SEQUENTIAL,Compress Iso File,10,0,103.267233
SEQUENTIAL,Compress Iso File,10,1,103.516388
SEQUENTIAL,Compress Iso File,10,2,103.543523
SEQUENTIAL,Compress Iso File,10,3,103.557083
SEQUENTIAL,Compress Iso File,10,4,103.677419
SEQUENTIAL,Compress Iso File,10,5,103.226805
SEQUENTIAL,Compress Iso File,10,6,103.010382
SEQUENTIAL,Compress Iso File,10,7,107.761880
SEQUENTIAL,Compress Iso File,10,8,103.466403
SEQUENTIAL,Compress Iso File,10,9,103.263576
SEQUENTIAL,Compress Iso File,15,0,102.353306
SEQUENTIAL,Compress Iso File,15,1,103.221484
SEQUENTIAL,Compress Iso File,15,2,102.934091
SEQUENTIAL,Compress Iso File,15,3,103.073789
SEQUENTIAL,Compress Iso File,15,4,106.744463
SEQUENTIAL,Compress Iso File,15,5,103.094865
SEQUENTIAL,Compress Iso File,15,6,103.627113
SEQUENTIAL,Compress Iso File,15,7,103.146499
SEQUENTIAL,Compress Iso File,15,8,105.199588
SEQUENTIAL,Compress Iso File,15,9,103.547465
SEQUENTIAL,Compress Iso File,25,0,103.846249
SEQUENTIAL,Compress Iso File,25,1,103.349335
SEQUENTIAL,Compress Iso File,25,2,102.984329
SEQUENTIAL,Compress Iso File,25,3,102.790769
SEQUENTIAL,Compress Iso File,25,4,103.537760
SEQUENTIAL,Compress Iso File,25,5,103.667639
SEQUENTIAL,Compress Iso File,25,6,103.432117
SEQUENTIAL,Compress Iso File,25,7,104.240566
SEQUENTIAL,Compress Iso File,25,8,103.771272
SEQUENTIAL,Compress Iso File,25,9,103.499154
SEQUENTIAL,Compress Iso File,30,0,111.086944
SEQUENTIAL,Compress Iso File,30,1,103.504643
SEQUENTIAL,Compress Iso File,30,2,102.803928
SEQUENTIAL,Compress Iso File,30,3,102.869293
SEQUENTIAL,Compress Iso File,30,4,102.877374
SEQUENTIAL,Compress Iso File,30,5,103.163168
SEQUENTIAL,Compress Iso File,30,6,103.430078
SEQUENTIAL,Compress Iso File,30,7,103.240565
SEQUENTIAL,Compress Iso File,30,8,105.188149
SEQUENTIAL,Compress Iso File,30,9,102.490870
SEQUENTIAL,Compress Jdk,1,0,23.242467
SEQUENTIAL,Compress Jdk,1,1,23.921084
SEQUENTIAL,Compress Jdk,1,2,23.561162
SEQUENTIAL,Compress Jdk,1,3,23.635957
SEQUENTIAL,Compress Jdk,1,4,23.579072
SEQUENTIAL,Compress Jdk,1,5,23.581918
SEQUENTIAL,Compress Jdk,1,6,23.170592
SEQUENTIAL,Compress Jdk,1,7,23.423238
SEQUENTIAL,Compress Jdk,1,8,23.378029
SEQUENTIAL,Compress Jdk,1,9,23.424331
SEQUENTIAL,Compress Jdk,5,0,23.465519
SEQUENTIAL,Compress Jdk,5,1,29.090680
SEQUENTIAL,Compress Jdk,5,2,23.735306
SEQUENTIAL,Compress Jdk,5,3,23.549872
SEQUENTIAL,Compress Jdk,5,4,23.403464
SEQUENTIAL,Compress Jdk,5,5,23.608216
SEQUENTIAL,Compress Jdk,5,6,23.418583
SEQUENTIAL,Compress Jdk,5,7,23.383259
SEQUENTIAL,Compress Jdk,5,8,23.620517
SEQUENTIAL,Compress Jdk,5,9,23.332767
SEQUENTIAL,Compress Jdk,10,0,23.334492
SEQUENTIAL,Compress Jdk,10,1,23.733249
SEQUENTIAL,Compress Jdk,10,2,23.309563
SEQUENTIAL,Compress Jdk,10,3,23.189128
SEQUENTIAL,Compress Jdk,10,4,23.111603
SEQUENTIAL,Compress Jdk,10,5,23.244459
SEQUENTIAL,Compress Jdk,10,6,23.274126
SEQUENTIAL,Compress Jdk,10,7,23.291988
SEQUENTIAL,Compress Jdk,10,8,23.307371
SEQUENTIAL,Compress Jdk,10,9,23.217353
SEQUENTIAL,Compress Jdk,15,0,23.388487
SEQUENTIAL,Compress Jdk,15,1,23.373776
SEQUENTIAL,Compress Jdk,15,2,23.352940
SEQUENTIAL,Compress Jdk,15,3,23.303948
SEQUENTIAL,Compress Jdk,15,4,23.284247
SEQUENTIAL,Compress Jdk,15,5,23.265067
SEQUENTIAL,Compress Jdk,15,6,23.371492
SEQUENTIAL,Compress Jdk,15,7,23.680419
SEQUENTIAL,Compress Jdk,15,8,23.392702
SEQUENTIAL,Compress Jdk,15,9,23.400871
SEQUENTIAL,Compress Jdk,25,0,23.340255
SEQUENTIAL,Compress Jdk,25,1,23.349064
SEQUENTIAL,Compress Jdk,25,2,23.387868
SEQUENTIAL,Compress Jdk,25,3,23.291211
SEQUENTIAL,Compress Jdk,25,4,23.591638
SEQUENTIAL,Compress Jdk,25,5,26.657601
SEQUENTIAL,Compress Jdk,25,6,23.304460
SEQUENTIAL,Compress Jdk,25,7,23.472278
SEQUENTIAL,Compress Jdk,25,8,23.188130
SEQUENTIAL,Compress Jdk,25,9,23.175905
SEQUENTIAL,Compress Jdk,30,0,24.069480
SEQUENTIAL,Compress Jdk,30,1,23.298883
SEQUENTIAL,Compress Jdk,30,2,23.263166
SEQUENTIAL,Compress Jdk,30,3,23.335334
SEQUENTIAL,Compress Jdk,30,4,23.407287
SEQUENTIAL,Compress Jdk,30,5,23.274939
SEQUENTIAL,Compress Jdk,30,6,23.404918
SEQUENTIAL,Compress Jdk,30,7,23.286033
SEQUENTIAL,Compress Jdk,30,8,23.633738
SEQUENTIAL,Compress Jdk,30,9,23.168472
SEQUENTIAL,Decompress Avi Video,1,0,49.789315
SEQUENTIAL,Decompress Avi Video,1,1,52.752351
SEQUENTIAL,Decompress Avi Video,1,2,49.900140
SEQUENTIAL,Decompress Avi Video,1,3,48.779005
SEQUENTIAL,Decompress Avi Video,1,4,49.551083
SEQUENTIAL,Decompress Avi Video,1,5,50.273149
SEQUENTIAL,Decompress Avi Video,1,6,48.401760
SEQUENTIAL,Decompress Avi Video,1,7,49.284135
SEQUENTIAL,Decompress Avi Video,1,8,48.598991
SEQUENTIAL,Decompress Avi Video,1,9,49.188934
SEQUENTIAL,Decompress Avi Video,5,0,49.291965
SEQUENTIAL,Decompress Avi Video,5,1,50.131249
SEQUENTIAL,Decompress Avi Video,5,2,49.931670
SEQUENTIAL,Decompress Avi Video,5,3,49.174249
SEQUENTIAL,Decompress Avi Video,5,4,51.211118
SEQUENTIAL,Decompress Avi Video,5,5,49.623207
SEQUENTIAL,Decompress Avi Video,5,6,49.381350
SEQUENTIAL,Decompress Avi Video,5,7,49.130901
SEQUENTIAL,Decompress Avi Video,5,8,50.377871
SEQUENTIAL,Decompress Avi Video,5,9,49.385235
SEQUENTIAL,Decompress Avi Video,10,0,49.372743
SEQUENTIAL,Decompress Avi Video,10,1,48.772233
SEQUENTIAL,Decompress Avi Video,10,2,49.637458
SEQUENTIAL,Decompress Avi Video,10,3,49.301654
SEQUENTIAL,Decompress Avi Video,10,4,50.039282
SEQUENTIAL,Decompress Avi Video,10,5,49.102869
SEQUENTIAL,Decompress Avi Video,10,6,49.714802
SEQUENTIAL,Decompress Avi Video,10,7,48.947135
SEQUENTIAL,Decompress Avi Video,10,8,48.640671
SEQUENTIAL,Decompress Avi Video,10,9,48.716407
SEQUENTIAL,Decompress Avi Video,15,0,49.542251
SEQUENTIAL,Decompress Avi Video,15,1,49.665080
SEQUENTIAL,Decompress Avi Video,15,2,48.544761
SEQUENTIAL,Decompress Avi Video,15,3,49.056782
SEQUENTIAL,Decompress Avi Video,15,4,49.401054
SEQUENTIAL,Decompress Avi Video,15,5,49.345314
SEQUENTIAL,Decompress Avi Video,15,6,49.696182
SEQUENTIAL,Decompress Avi Video,15,7,49.475509
SEQUENTIAL,Decompress Avi Video,15,8,48.623978
SEQUENTIAL,Decompress Avi Video,15,9,48.747066
SEQUENTIAL,Decompress Avi Video,25,0,49.256776
SEQUENTIAL,Decompress Avi Video,25,1,49.631393
SEQUENTIAL,Decompress Avi Video,25,2,49.595852
SEQUENTIAL,Decompress Avi Video,25,3,49.203777
SEQUENTIAL,Decompress Avi Video,25,4,50.024204
SEQUENTIAL,Decompress Avi Video,25,5,68.414432
SEQUENTIAL,Decompress Avi Video,25,6,49.147499
SEQUENTIAL,Decompress Avi Video,25,7,49.219759
SEQUENTIAL,Decompress Avi Video,25,8,53.232484
SEQUENTIAL,Decompress Avi Video,25,9,49.183807
SEQUENTIAL,Decompress Avi Video,30,0,51.410806
SEQUENTIAL,Decompress Avi Video,30,1,48.982932
SEQUENTIAL,Decompress Avi Video,30,2,49.797528
SEQUENTIAL,Decompress Avi Video,30,3,49.518168
SEQUENTIAL,Decompress Avi Video,30,4,49.538912
