CMDLINE python sklearn.py
MEM 5953.429688 1742195261.2742
MEM 5253.246094 1742195261.5092
MEM 5525.960938 1742195261.8767
MEM 5398.265625 1742195262.1824
MEM 5130.375000 1742195262.4320
MEM 5379.027344 1742195262.7379
MEM 6021.734375 1742195262.9920
MEM 5895.429688 1742195263.2960
MEM 6259.429688 1742195263.5817
MEM 5252.082031 1742195263.8849
MEM 5020.429688 1742195264.1869
MEM 5396.082031 1742195264.4890
MEM 5064.082031 1742195264.8099
MEM 5293.082031 1742195265.1098
MEM 5365.550781 1742195265.4267
MEM 5520.898438 1742195265.7357
MEM 5268.898438 1742195266.0872
MEM 5249.550781 1742195266.3811
MEM 5568.550781 1742195266.7728
MEM 5777.898438 1742195267.0257
MEM 5207.898438 1742195267.3555
MEM 5208.550781 1742195267.6635
MEM 5238.898438 1742195267.9598
MEM 5806.550781 1742195268.2634
MEM 5099.550781 1742195268.6355
MEM 5281.550781 1742195268.9160
MEM 5385.855469 1742195269.2272
MEM 5864.550781 1742195269.5811
MEM 5188.898438 1742195269.9147
MEM 5632.246094 1742195270.2291
MEM 5050.593750 1742195270.5145
MEM 5355.976562 1742195270.8218
MEM 5709.937500 1742195271.0384
MEM 5419.937500 1742195271.3191
MEM 4999.937500 1742195271.5575
MEM 5482.937500 1742195271.8910
MEM 6089.937500 1742195272.1919
MEM 5744.589844 1742195272.5047
MEM 4961.980469 1742195272.7670
MEM 5601.285156 1742195273.1236
MEM 5454.285156 1742195273.5711
MEM 5718.285156 1742195273.7885
MEM 5434.937500 1742195274.0544
MEM 5003.937500 1742195274.2932
MEM 5323.355469 1742195274.6355
MEM 5250.660156 1742195274.9719
MEM 5365.703125 1742195275.3904
MEM 5036.398438 1742195275.7080
MEM 4916.398438 1742195276.0897
MEM 5453.398438 1742195276.3414
MEM 5065.050781 1742195276.5285
MEM 5442.167969 1742195276.8127
MEM 5979.472656 1742195277.1184
MEM 5707.167969 1742195277.3582
MEM 5744.820312 1742195277.5520
MEM 5115.812500 1742195277.8267
MEM 5359.929688 1742195278.0886
MEM 5024.363281 1742195278.3193
MEM 5426.363281 1742195278.5697
MEM 4884.675781 1742195278.8248
MEM 5481.410156 1742195279.0763
MEM 5147.183594 1742195279.2591
MEM 5359.636719 1742195279.4565
MEM 5285.031250 1742195279.8810
MEM 5508.031250 1742195280.2156
MEM 5671.378906 1742195280.5475
MEM 5972.332031 1742195280.7241
MEM 5593.828125 1742195281.0029
MEM 5420.828125 1742195281.2103
MEM 5827.710938 1742195281.4665
MEM 5572.406250 1742195281.7682
MEM 5171.132812 1742195282.0824
MEM 6047.437500 1742195282.3380
MEM 5094.394531 1742195282.5726
MEM 5285.089844 1742195282.7757
MEM 5209.375000 1742195283.0805
MEM 5452.027344 1742195283.3642
MEM 5041.375000 1742195283.7674
MEM 6255.375000 1742195284.1089
MEM 5478.679688 1742195284.3157
MEM 5663.027344 1742195284.6413
MEM 5529.781250 1742195284.8334
MEM 4633.085938 1742195285.1781
MEM 6009.738281 1742195285.4843
MEM 5287.085938 1742195285.8367
MEM 5221.781250 1742195286.1671
MEM 5631.128906 1742195286.3431
MEM 4812.781250 1742195286.5624
MEM 5279.214844 1742195286.7603
MEM 5383.910156 1742195287.1061
MEM 5252.917969 1742195287.5099
MEM 5951.066406 1742195287.8636
MEM 5495.285156 1742195288.1468
MEM 4861.285156 1742195288.4450
MEM 5509.285156 1742195288.7982
MEM 5893.285156 1742195289.1965
MEM 5034.589844 1742195289.6400
MEM 5702.285156 1742195289.9382
MEM 4739.632812 1742195290.3273
MEM 4699.632812 1742195290.6179
MEM 5918.980469 1742195290.9117
MEM 5283.882812 1742195291.2552
MEM 4605.976562 1742195291.5072
MEM 4141.324219 1742195291.8187
MEM 4985.433594 1742195292.1630
MEM 5181.085938 1742195292.4782
MEM 4576.085938 1742195292.7512
MEM 4435.562500 1742195293.0257
MEM 4892.257812 1742195293.3275
MEM 4602.539062 1742195293.6349
MEM 4979.539062 1742195293.9261
MEM 4855.191406 1742195294.2446
MEM 4404.191406 1742195294.5386
MEM 5055.843750 1742195294.8290
MEM 4282.269531 1742195295.1709
MEM 4695.886719 1742195295.4744
MEM 5087.886719 1742195295.7914
MEM 4490.539062 1742195296.1470
MEM 5040.539062 1742195296.4621
MEM 4890.539062 1742195296.7705
MEM 4439.843750 1742195297.1179
MEM 5178.539062 1742195297.4953
MEM 4498.539062 1742195297.8328
MEM 4569.539062 1742195298.1683
MEM 4776.539062 1742195298.4569
MEM 5292.191406 1742195298.7277
MEM 4880.843750 1742195299.0861
MEM 4602.648438 1742195299.4794
MEM 4844.886719 1742195299.8122
MEM 5011.539062 1742195300.2070
MEM 5297.539062 1742195300.5196
MEM 4656.234375 1742195300.8651
MEM 5146.386719 1742195301.2701
MEM 4652.929688 1742195301.6158
MEM 4662.929688 1742195302.0320
MEM 5078.277344 1742195302.3747
MEM 4961.277344 1742195302.7331
MEM 4337.945312 1742195303.1088
MEM 4871.902344 1742195303.4612
MEM 5020.902344 1742195303.7894
MEM 5446.554688 1742195304.1302
MEM 4734.511719 1742195304.4631
MEM 4633.164062 1742195304.8181
MEM 4939.511719 1742195305.0896
MEM 5007.207031 1742195305.4316
MEM 4417.328125 1742195305.7038
MEM 5211.859375 1742195306.0390
MEM 4866.207031 1742195306.4483
MEM 4541.312500 1742195306.7507
MEM 4832.726562 1742195307.1199
MEM 4571.683594 1742195307.4755
MEM 5069.335938 1742195307.8205
MEM 5007.378906 1742195308.1516
MEM 5142.031250 1742195308.5188
MEM 4915.289062 1742195308.8585
MEM 5046.289062 1742195309.2522
MEM 4800.289062 1742195309.6032
MEM 4661.941406 1742195309.8453
MEM 4924.941406 1742195310.2390
MEM 4802.941406 1742195310.5426
MEM 4874.941406 1742195310.9944
MEM 3980.636719 1742195311.3163
MEM 4844.289062 1742195311.5923
MEM 5393.289062 1742195311.7900
MEM 4855.941406 1742195312.2773
MEM 4762.511719 1742195312.6647
MEM 4626.414062 1742195312.8648
MEM 5189.066406 1742195313.1159
MEM 4847.761719 1742195313.3846
MEM 4887.109375 1742195313.5863
MEM 4803.109375 1742195313.8796
MEM 4483.109375 1742195314.0608
MEM 4341.476562 1742195314.3889
MEM 5100.824219 1742195314.8306
MEM 4529.824219 1742195315.2114
MEM 4854.824219 1742195315.4608
MEM 5246.476562 1742195315.7755
MEM 4584.781250 1742195316.1268
MEM 4789.128906 1742195316.4707
MEM 5189.781250 1742195316.8617
MEM 4569.085938 1742195317.1900
MEM 5173.085938 1742195317.3823
MEM 5135.929688 1742195317.6229
MEM 4347.582031 1742195318.0509
MEM 5433.582031 1742195318.2324
MEM 4878.929688 1742195318.4933
MEM 5046.277344 1742195318.9315
MEM 4564.234375 1742195319.2218
MEM 4903.582031 1742195319.4041
MEM 4347.503906 1742195319.8718
MEM 4923.929688 1742195320.1763
MEM 4376.625000 1742195320.5885
MEM 5316.625000 1742195320.7943
MEM 5029.625000 1742195321.0124
MEM 4801.277344 1742195321.2452
MEM 4871.582031 1742195321.5416
MEM 5395.929688 1742195321.8411
MEM 5016.234375 1742195322.1988
MEM 5476.582031 1742195322.4163
MEM 5341.234375 1742195322.6390
MEM 4645.234375 1742195322.9574
MEM 4509.820312 1742195323.3148
MEM 5278.820312 1742195323.5619
MEM 4838.820312 1742195323.8146
MEM 4517.621094 1742195324.2293
MEM 4790.621094 1742195324.6543
MEM 5089.273438 1742195324.9865
MEM 5334.621094 1742195325.2756
MEM 4583.925781 1742195325.5412
MEM 5613.925781 1742195325.8026
MEM 5382.273438 1742195326.0950
MEM 5422.621094 1742195326.3871
MEM 5093.621094 1742195326.6717
MEM 4545.273438 1742195326.9761
MEM 4670.578125 1742195327.2574
MEM 5151.328125 1742195327.5441
MEM 4824.675781 1742195327.8995
MEM 4545.675781 1742195328.2504
MEM 4717.328125 1742195328.6279
MEM 4753.980469 1742195328.9520
MEM 5326.632812 1742195329.2234
MEM 4856.980469 1742195329.6385
MEM 5007.183594 1742195329.9772
MEM 5103.972656 1742195330.3606
MEM 4974.132812 1742195330.7817
MEM 5074.480469 1742195331.0831
MEM 4578.562500 1742195331.5055
MEM 4028.132812 1742195331.7210
MEM 4804.730469 1742195331.9178
MEM 5656.730469 1742195332.1981
MEM 4005.382812 1742195332.5459
MEM 4403.300781 1742195332.9011
MEM 4695.035156 1742195333.1157
MEM 4388.382812 1742195333.3700
MEM 4739.382812 1742195333.7358
MEM 5051.078125 1742195334.0299
MEM 4447.730469 1742195334.2620
MEM 4416.234375 1742195334.6212
MEM 4860.886719 1742195334.9617
MEM 4556.886719 1742195335.2125
MEM 5174.648438 1742195335.5060
MEM 4621.648438 1742195335.8548
MEM 4742.300781 1742195336.0934
MEM 5123.648438 1742195336.5098
MEM 4738.605469 1742195336.8765
MEM 5041.953125 1742195337.2425
MEM 4891.195312 1742195337.5987
MEM 4733.195312 1742195337.9490
MEM 5036.570312 1742195338.2821
MEM 4822.570312 1742195338.6340
MEM 4603.570312 1742195338.9968
MEM 4611.570312 1742195339.2421
MEM 4562.570312 1742195339.5581
MEM 4732.222656 1742195339.8440
MEM 5453.222656 1742195340.2110
MEM 5088.875000 1742195340.5057
MEM 5393.875000 1742195340.8039
MEM 4839.527344 1742195341.1099
MEM 4862.527344 1742195341.4406
MEM 4939.578125 1742195341.7849
MEM 5627.902344 1742195342.0639
MEM 4244.207031 1742195342.3714
MEM 5484.902344 1742195342.7184
MEM 4339.554688 1742195343.0333
MEM 4750.554688 1742195343.2835
MEM 5019.101562 1742195343.5516
MEM 5150.101562 1742195343.8620
MEM 4741.554688 1742195344.1156
MEM 4964.000000 1742195344.4340
MEM 5074.945312 1742195344.6856
MEM 5174.292969 1742195344.9645
MEM 5221.222656 1742195345.2250
MEM 5069.687500 1742195345.6646
MEM 4699.015625 1742195346.3080
MEM 4730.171875 1742195346.5888
MEM 5615.824219 1742195346.8640
MEM 5769.476562 1742195347.2404
MEM 4762.128906 1742195347.6169
MEM 4741.703125 1742195347.8617
MEM 5170.703125 1742195348.1281
MEM 4602.402344 1742195348.4631
MEM 5122.402344 1742195348.8060
MEM 5181.402344 1742195348.9598
MEM 5191.402344 1742195349.2599
MEM 5249.750000 1742195349.5094
MEM 5179.402344 1742195349.7981
MEM 4942.054688 1742195350.0705
MEM 5295.707031 1742195350.5915
MEM 5210.054688 1742195350.9270
MEM 5253.707031 1742195351.2971
MEM 4911.054688 1742195351.6242
MEM 5380.054688 1742195351.9535
MEM 4444.316406 1742195352.2748
MEM 4510.621094 1742195352.6677
MEM 4253.968750 1742195353.0049
MEM 4381.968750 1742195353.2753
MEM 4393.273438 1742195353.6186
MEM 5188.968750 1742195353.9059
MEM 4861.621094 1742195354.2427
MEM 4803.968750 1742195354.5343
MEM 4459.316406 1742195354.7581
MEM 5042.316406 1742195355.1167
MEM 5079.968750 1742195355.4803
MEM 4816.316406 1742195355.7261
MEM 5215.621094 1742195356.0854
MEM 4444.316406 1742195356.3824
MEM 4972.316406 1742195356.5798
MEM 5005.863281 1742195356.8979
MEM 5294.210938 1742195357.1508
MEM 4849.863281 1742195357.4168
MEM 4593.210938 1742195357.6577
MEM 5140.210938 1742195357.9778
MEM 5293.863281 1742195358.3260
MEM 5173.976562 1742195358.6338
MEM 4501.628906 1742195358.9520
MEM 5364.324219 1742195359.2913
MEM 4869.324219 1742195359.6937
MEM 4512.671875 1742195360.0193
MEM 4913.207031 1742195360.4161
MEM 5104.859375 1742195360.6909
MEM 5146.507812 1742195361.1040
MEM 4705.507812 1742195361.2833
MEM 4473.507812 1742195361.5289
MEM 4851.507812 1742195361.7715
MEM 4911.507812 1742195362.0180
MEM 4924.070312 1742195362.3425
MEM 5297.812500 1742195362.5661
MEM 4454.160156 1742195362.8378
MEM 4856.160156 1742195363.0088
MEM 5227.464844 1742195363.2816
MEM 4540.812500 1742195363.5327
MEM 5061.507812 1742195363.8323
MEM 4514.160156 1742195364.1593
MEM 4766.160156 1742195364.4340
MEM 4473.160156 1742195364.8215
MEM 4435.507812 1742195365.0796
MEM 4750.507812 1742195365.3999
MEM 4691.507812 1742195365.7253
MEM 5167.855469 1742195366.0661
MEM 5162.507812 1742195366.3377
MEM 4722.507812 1742195366.5292
MEM 5042.855469 1742195366.8494
MEM 4884.160156 1742195367.1587
MEM 5246.507812 1742195367.4179
MEM 5062.855469 1742195367.7568
MEM 4731.203125 1742195368.0449
MEM 4602.273438 1742195368.3317
MEM 4303.203125 1742195368.6329
MEM 5252.203125 1742195368.8500
MEM 4633.203125 1742195369.2632
MEM 4660.753906 1742195369.7099
MEM 4401.644531 1742195370.0271
MEM 5004.644531 1742195370.3244
MEM 5152.296875 1742195370.5148
MEM 4456.992188 1742195370.7889
MEM 5155.339844 1742195370.9876
MEM 5064.992188 1742195371.2347
MEM 4819.019531 1742195371.5394
MEM 4981.671875 1742195371.8524
MEM 4945.671875 1742195372.0700
MEM 4858.019531 1742195372.3948
MEM 4822.714844 1742195372.6309
MEM 4740.714844 1742195372.8797
MEM 4923.367188 1742195373.2367
MEM 5249.019531 1742195373.5738
MEM 4556.671875 1742195373.8920
MEM 5050.671875 1742195374.2579
MEM 4543.019531 1742195374.6298
MEM 4823.671875 1742195374.9901
MEM 5062.019531 1742195375.3540
MEM 5038.062500 1742195375.6896
MEM 5421.714844 1742195375.9870
MEM 4729.367188 1742195376.3249
MEM 4908.367188 1742195376.6804
MEM 5049.859375 1742195377.0349
MEM 5149.367188 1742195377.3590
MEM 4554.367188 1742195377.7360
MEM 4675.367188 1742195377.9659
MEM 4648.714844 1742195378.2576
MEM 4789.062500 1742195378.4698
MEM 5294.671875 1742195378.8243
MEM 4289.671875 1742195379.1837
MEM 4564.714844 1742195379.4841
MEM 4545.519531 1742195379.9222
MEM 4715.171875 1742195380.2020
MEM 5059.824219 1742195380.5769
MEM 4493.824219 1742195380.8410
MEM 5229.476562 1742195381.1685
MEM 4874.128906 1742195381.5075
MEM 5253.128906 1742195381.7525
MEM 4841.128906 1742195382.1153
MEM 4882.476562 1742195382.4232
MEM 4675.128906 1742195382.7699
MEM 5332.824219 1742195383.1025
MEM 4852.824219 1742195383.4267
MEM 5373.171875 1742195383.7434
MEM 4901.519531 1742195384.0293
MEM 5354.171875 1742195384.3811
MEM 5008.519531 1742195384.6518
MEM 4502.691406 1742195385.0060
MEM 4329.039062 1742195385.2779
MEM 4436.214844 1742195385.6159
MEM 4314.214844 1742195385.8850
MEM 5213.214844 1742195386.2540
MEM 4730.867188 1742195386.5449
MEM 5768.214844 1742195386.8752
MEM 4441.867188 1742195387.1754
MEM 4607.214844 1742195387.5036
MEM 5029.214844 1742195387.8148
MEM 4917.214844 1742195388.1172
MEM 5450.867188 1742195388.3744
MEM 4314.519531 1742195388.6513
MEM 4704.867188 1742195388.9822
MEM 4363.867188 1742195389.2748
MEM 4908.992188 1742195389.5198
MEM 4084.949219 1742195389.8299
MEM 5221.644531 1742195390.1733
MEM 4465.644531 1742195390.4894
MEM 4512.644531 1742195390.8803
MEM 4624.339844 1742195391.2550
MEM 4403.644531 1742195391.5397
MEM 4280.992188 1742195391.8889
MEM 4838.992188 1742195392.1423
MEM 4653.246094 1742195392.3809
MEM 4968.210938 1742195392.7414
MEM 4292.906250 1742195393.0424
MEM 4413.027344 1742195393.3865
MEM 4841.679688 1742195393.7576
MEM 4887.375000 1742195394.1160
MEM 5171.761719 1742195394.4475
MEM 5095.738281 1742195394.7627
MEM 5589.433594 1742195395.0724
MEM 4895.433594 1742195395.3530
MEM 5116.781250 1742195395.6122
MEM 4977.433594 1742195395.9892
MEM 4616.085938 1742195396.3676
MEM 4584.433594 1742195396.6469
MEM 5421.085938 1742195396.9631
MEM 4995.085938 1742195397.2943
MEM 4667.324219 1742195397.6301
MEM 5145.976562 1742195397.9165
MEM 4701.628906 1742195398.2036
MEM 5252.281250 1742195398.6209
MEM 4674.281250 1742195398.9154
MEM 5109.933594 1742195399.2492
MEM 4729.890625 1742195399.5528
MEM 4482.890625 1742195399.8613
MEM 4397.890625 1742195400.2425
MEM 4704.542969 1742195400.5579
MEM 4886.542969 1742195400.9140
MEM 5144.195312 1742195401.1535
MEM 4956.890625 1742195401.4381
MEM 5131.890625 1742195401.7485
MEM 4302.378906 1742195402.0244
MEM 4296.542969 1742195402.3538
MEM 4936.195312 1742195402.6576
MEM 4756.195312 1742195402.9309
MEM 4250.980469 1742195403.2821
MEM 5096.980469 1742195403.5837
MEM 5215.847656 1742195403.9324
MEM 5093.847656 1742195404.3014
MEM 5208.847656 1742195404.6688
MEM 4832.500000 1742195404.9143
MEM 4358.195312 1742195405.1609
MEM 4680.847656 1742195405.4190
MEM 4713.542969 1742195405.6764
MEM 4824.542969 1742195405.8818
MEM 4436.542969 1742195406.1289
MEM 4745.238281 1742195406.3762
MEM 4509.585938 1742195406.7278
MEM 4901.933594 1742195407.0082
MEM 4617.238281 1742195407.2915
MEM 5155.636719 1742195407.6435
MEM 4382.636719 1742195407.8815
MEM 4445.812500 1742195408.2094
MEM 4549.812500 1742195408.5380
MEM 4557.160156 1742195408.9051
MEM 4742.812500 1742195409.2610
MEM 4672.464844 1742195409.5236
MEM 4409.464844 1742195409.6937
MEM 5291.492188 1742195410.0059
MEM 5088.492188 1742195410.2676
MEM 5392.144531 1742195410.5496
MEM 5457.492188 1742195410.8757
MEM 4908.894531 1742195411.1890
MEM 5243.894531 1742195411.4928
MEM 4920.894531 1742195411.7681
MEM 5102.996094 1742195412.0908
MEM 4595.648438 1742195412.2913
MEM 5309.648438 1742195412.5709
MEM 4503.996094 1742195412.8412
MEM 5140.996094 1742195413.1268
MEM 4890.996094 1742195413.4258
MEM 4507.343750 1742195413.7201
MEM 4815.039062 1742195414.0261
MEM 5083.734375 1742195414.3218
MEM 5088.386719 1742195414.5913
MEM 4877.343750 1742195414.8430
MEM 4840.632812 1742195415.1257
MEM 4800.328125 1742195415.3964
MEM 4461.421875 1742195415.6338
MEM 4945.421875 1742195415.8248
MEM 4973.898438 1742195416.0873
MEM 5031.539062 1742195416.3352
MEM 5146.296875 1742195416.5921
MEM 4722.949219 1742195416.8982
MEM 4803.949219 1742195417.1835
MEM 4976.296875 1742195417.4454
MEM 4599.601562 1742195417.7721
MEM 4844.296875 1742195418.0379
MEM 4256.007812 1742195418.3215
MEM 5145.355469 1742195418.6094
MEM 4831.496094 1742195418.8769
MEM 5081.148438 1742195419.1944
MEM 5121.496094 1742195419.4012
MEM 4581.496094 1742195419.5692
MEM 5124.496094 1742195419.7950
MEM 4395.148438 1742195419.9641
MEM 4852.496094 1742195420.2518
MEM 4427.246094 1742195420.5754
MEM 4681.246094 1742195420.8569
MEM 4654.593750 1742195421.1476
MEM 4889.593750 1742195421.4360
MEM 5271.593750 1742195421.6045
MEM 4614.023438 1742195421.8597
MEM 4700.371094 1742195422.0385
MEM 5343.328125 1742195422.3001
MEM 4399.328125 1742195422.6585
MEM 4577.980469 1742195422.9759
MEM 4827.328125 1742195423.2840
MEM 4654.328125 1742195423.4718
MEM 4633.675781 1742195423.7415
MEM 4972.675781 1742195424.1123
MEM 4708.792969 1742195424.4161
MEM 5034.792969 1742195424.7474
MEM 4710.792969 1742195424.9636
MEM 3947.097656 1742195425.1508
MEM 4673.445312 1742195425.5409
MEM 4495.214844 1742195425.9862
MEM 4993.519531 1742195426.2852
MEM 5424.214844 1742195426.5572
MEM 4224.214844 1742195426.8856
MEM 4610.730469 1742195427.0684
MEM 4822.675781 1742195427.2982
MEM 5043.675781 1742195427.5742
MEM 4897.980469 1742195427.8191
MEM 5121.328125 1742195428.1307
MEM 4857.980469 1742195428.3957
MEM 4532.328125 1742195428.7017
MEM 4706.328125 1742195428.9923
MEM 5431.328125 1742195429.2417
MEM 4964.980469 1742195429.5324
MEM 4660.632812 1742195429.8753
MEM 4588.980469 1742195430.1607
MEM 4767.632812 1742195430.4078
MEM 5585.675781 1742195430.7302
MEM 4819.675781 1742195431.0900
MEM 5495.371094 1742195431.3613
MEM 5398.371094 1742195431.6752
MEM 4868.371094 1742195432.1094
MEM 5291.261719 1742195432.4632
MEM 4583.914062 1742195432.7560
MEM 5361.566406 1742195432.9815
MEM 4194.566406 1742195433.2585
MEM 5085.429688 1742195433.5273
MEM 5337.914062 1742195433.7752
MEM 4857.609375 1742195434.0780
MEM 4719.609375 1742195434.3325
MEM 4805.113281 1742195434.7082
MEM 4856.113281 1742195435.0747
MEM 4795.765625 1742195435.4614
MEM 4446.765625 1742195435.7096
MEM 5032.765625 1742195435.9764
MEM 4967.417969 1742195436.2504
MEM 4532.765625 1742195436.4903
MEM 5313.070312 1742195436.8472
MEM 4934.718750 1742195437.0854
MEM 4363.066406 1742195437.3555
MEM 4715.484375 1742195437.6734
MEM 4918.707031 1742195437.8962
MEM 5084.054688 1742195438.2326
MEM 4841.093750 1742195438.6230
MEM 4976.789062 1742195438.8915
MEM 4320.093750 1742195439.1399
MEM 5270.441406 1742195439.4179
MEM 4108.789062 1742195440.0100
MEM 4601.093750 1742195440.2435
MEM 5112.136719 1742195440.6269
MEM 4818.679688 1742195440.9279
MEM 4620.042969 1742195441.2577
MEM 4820.695312 1742195441.5429
MEM 4522.695312 1742195441.8414
MEM 4391.386719 1742195442.1593
MEM 4605.082031 1742195442.4938
MEM 4348.386719 1742195442.9096
MEM 4827.082031 1742195443.1733
MEM 5188.082031 1742195443.5227
MEM 4835.429688 1742195443.9450
MEM 4930.558594 1742195444.2668
MEM 4836.042969 1742195444.6410
MEM 5476.156250 1742195444.9849
MEM 5169.042969 1742195445.2584
MEM 5586.042969 1742195445.6259
MEM 4715.980469 1742195446.0239
MEM 4952.328125 1742195446.3100
MEM 4675.335938 1742195446.6533
MEM 4400.957031 1742195446.9737
MEM 4884.988281 1742195447.1882
MEM 5008.640625 1742195447.4799
MEM 5321.980469 1742195447.8136
MEM 4592.328125 1742195448.1678
MEM 5324.980469 1742195448.4746
MEM 4927.675781 1742195448.7969
MEM 5158.433594 1742195449.1544
MEM 5263.675781 1742195449.5675
MEM 5342.390625 1742195449.9022
MEM 4314.390625 1742195450.1631
MEM 4795.042969 1742195450.4488
MEM 5008.390625 1742195450.8025
MEM 4755.695312 1742195451.1095
MEM 5262.347656 1742195451.4629
MEM 5242.000000 1742195451.7321
MEM 4621.347656 1742195452.0179
MEM 4486.347656 1742195452.3609
MEM 4828.695312 1742195452.6633
MEM 4964.347656 1742195453.0341
MEM 4815.000000 1742195453.3307
MEM 4362.144531 1742195453.7127
MEM 5120.144531 1742195453.9653
MEM 4937.492188 1742195454.2489
MEM 4908.492188 1742195454.4782
MEM 4659.492188 1742195454.7998
MEM 4448.800781 1742195455.1783
MEM 5039.800781 1742195455.5242
MEM 4550.757812 1742195455.9467
MEM 4684.757812 1742195456.2360
MEM 5015.105469 1742195456.5830
MEM 5261.089844 1742195456.9448
MEM 4612.742188 1742195457.3656
MEM 5158.742188 1742195457.6310
MEM 4978.394531 1742195457.9674
MEM 4936.742188 1742195458.3164
MEM 4872.089844 1742195458.6952
MEM 4753.437500 1742195459.0530
MEM 4743.222656 1742195459.3384
MEM 5267.367188 1742195459.5926
MEM 4767.835938 1742195459.8930
MEM 4595.019531 1742195460.1678
MEM 4714.019531 1742195460.4121
MEM 5157.367188 1742195460.7286
MEM 4952.019531 1742195461.0528
MEM 4881.714844 1742195461.2740
MEM 4303.019531 1742195461.5659
MEM 5059.367188 1742195461.8938
MEM 4906.718750 1742195462.1987
MEM 5031.066406 1742195462.4930
MEM 5005.414062 1742195462.7616
MEM 4745.066406 1742195463.0702
MEM 5146.601562 1742195463.3163
MEM 4878.253906 1742195463.6501
MEM 5202.906250 1742195463.9904
MEM 4682.906250 1742195464.3466
MEM 4288.378906 1742195464.6578
MEM 5525.906250 1742195464.9873
MEM 4630.906250 1742195465.2986
MEM 4510.761719 1742195465.6049
MEM 4950.906250 1742195465.9181
MEM 5167.601562 1742195466.2469
MEM 4299.949219 1742195466.6066
MEM 5279.601562 1742195466.9481
MEM 5302.253906 1742195467.2906
MEM 5415.601562 1742195467.5712
MEM 4911.949219 1742195467.9214
MEM 5348.949219 1742195468.2862
MEM 4654.222656 1742195468.5965
MEM 4629.570312 1742195468.9182
MEM 5198.917969 1742195469.2340
MEM 4475.847656 1742195469.5606
MEM 5187.152344 1742195469.8421
MEM 4309.152344 1742195470.1239
MEM 5353.500000 1742195470.3837
MEM 4635.570312 1742195470.6614
MEM 5350.917969 1742195470.9294
MEM 4841.917969 1742195471.2131
MEM 4646.417969 1742195471.4653
MEM 4840.070312 1742195471.7410
MEM 5364.417969 1742195471.9807
MEM 4522.765625 1742195472.2430
MEM 5116.417969 1742195472.4835
MEM 4649.746094 1742195472.7606
MEM 5267.441406 1742195473.0529
MEM 4693.136719 1742195473.3405
MEM 4526.136719 1742195473.6930
MEM 4570.136719 1742195473.9962
MEM 4907.789062 1742195474.3315
MEM 4459.492188 1742195474.7386
MEM 4482.949219 1742195475.0157
MEM 5160.644531 1742195475.2642
MEM 4519.644531 1742195475.6168
MEM 5166.492188 1742195475.9172
MEM 4914.839844 1742195476.2667
MEM 4460.492188 1742195476.5237
MEM 5627.144531 1742195476.8224
MEM 4922.144531 1742195477.0925
MEM 5433.492188 1742195477.4993
MEM 4405.726562 1742195477.7958
MEM 5411.726562 1742195478.1936
MEM 4915.074219 1742195478.4370
MEM 5076.074219 1742195478.7481
MEM 5054.726562 1742195479.1151
MEM 5004.378906 1742195479.4518
MEM 5299.726562 1742195479.7253
MEM 4505.378906 1742195480.0473
MEM 4972.726562 1742195480.2903
MEM 5340.074219 1742195480.6484
MEM 5190.074219 1742195480.8937
MEM 4285.378906 1742195481.2203
MEM 4559.378906 1742195481.5385
MEM 4886.917969 1742195481.9254
MEM 4204.265625 1742195482.1284
MEM 5282.613281 1742195482.3036
MEM 4669.265625 1742195482.5452
MEM 4656.265625 1742195482.8694
MEM 5350.917969 1742195483.2528
MEM 4830.074219 1742195483.4900
MEM 4649.074219 1742195483.8191
MEM 4230.074219 1742195484.1140
MEM 5147.074219 1742195484.4709
MEM 5233.074219 1742195484.7597
MEM 3774.031250 1742195485.1203
MEM 5009.378906 1742195485.3957
MEM 4891.378906 1742195485.6958
MEM 5540.320312 1742195486.0613
MEM 5137.031250 1742195486.3463
MEM 5301.726562 1742195486.7207
MEM 5251.421875 1742195486.9643
MEM 4849.074219 1742195487.2764
MEM 4796.746094 1742195487.6095
MEM 4245.093750 1742195487.9322
MEM 5119.789062 1742195488.2231
MEM 5248.441406 1742195488.5040
MEM 5041.136719 1742195488.7744
MEM 4764.136719 1742195489.0545
MEM 4611.136719 1742195489.3180
MEM 4805.050781 1742195489.6165
MEM 4805.703125 1742195489.8936
MEM 5146.703125 1742195490.1967
MEM 5225.703125 1742195490.5106
MEM 4932.355469 1742195490.8535
MEM 4267.203125 1742195491.1895
MEM 5657.203125 1742195491.4826
MEM 5476.246094 1742195491.8323
MEM 4165.152344 1742195492.1897
MEM 4746.027344 1742195492.4154
MEM 5045.773438 1742195492.8108
MEM 5389.425781 1742195493.0933
MEM 4952.695312 1742195493.5035
MEM 4555.628906 1742195493.8819
MEM 4624.000000 1742195494.1069
MEM 5601.000000 1742195494.3229
MEM 4725.000000 1742195494.6881
MEM 5208.000000 1742195494.9343
MEM 4359.957031 1742195495.1973
MEM 4781.347656 1742195495.6390
MEM 4829.347656 1742195495.8640
MEM 5400.347656 1742195496.1138
MEM 4175.652344 1742195496.4539
MEM 5634.000000 1742195496.8333
MEM 4862.652344 1742195497.1588
MEM 4288.652344 1742195497.5193
MEM 4628.652344 1742195497.7160
MEM 4969.652344 1742195497.9601
MEM 5055.000000 1742195498.2657
MEM 4499.652344 1742195498.6200
MEM 5663.652344 1742195498.7946
MEM 5349.000000 1742195499.1179
MEM 4034.957031 1742195499.4703
