CMDLINE python run_sklearn.py
MEM 5667.507812 1741784737.7044
MEM 5131.507812 1741784738.0677
MEM 4902.894531 1741784738.3566
MEM 5134.242188 1741784738.6195
MEM 5284.546875 1741784738.9106
MEM 4865.894531 1741784739.1995
MEM 5113.589844 1741784739.5348
MEM 5421.242188 1741784739.9188
MEM 4937.894531 1741784740.1717
MEM 5739.242188 1741784740.4814
MEM 4685.242188 1741784740.7976
MEM 5517.242188 1741784741.0751
MEM 5512.242188 1741784741.3686
MEM 4820.199219 1741784741.5777
MEM 5928.199219 1741784741.8606
MEM 5005.324219 1741784742.1752
MEM 4813.671875 1741784742.4150
MEM 4481.898438 1741784742.7345
MEM 4911.589844 1741784743.0512
MEM 5079.316406 1741784743.3024
MEM 5343.968750 1741784743.5710
MEM 4744.968750 1741784743.8549
MEM 5201.621094 1741784744.1954
MEM 6013.621094 1741784744.5398
MEM 5866.906250 1741784744.8928
MEM 4627.617188 1741784745.2173
MEM 5361.535156 1741784745.4389
MEM 5086.050781 1741784745.8330
MEM 5416.882812 1741784746.1861
MEM 4508.597656 1741784746.5593
MEM 5128.597656 1741784746.8729
MEM 5599.292969 1741784747.2695
MEM 5189.945312 1741784747.5907
MEM 5237.945312 1741784747.7863
MEM 5055.597656 1741784748.0875
MEM 4725.597656 1741784748.4039
MEM 5531.250000 1741784748.5986
MEM 4561.343750 1741784748.9694
MEM 4687.832031 1741784749.1894
MEM 4795.914062 1741784749.5270
MEM 5459.914062 1741784749.6999
MEM 4521.566406 1741784750.1112
MEM 5244.218750 1741784750.3166
MEM 4839.914062 1741784750.5505
MEM 5199.566406 1741784750.8503
MEM 5269.097656 1741784751.1674
MEM 4880.097656 1741784751.3594
MEM 5710.566406 1741784751.5264
MEM 4987.566406 1741784751.8340
MEM 5355.218750 1741784752.0680
MEM 4917.753906 1741784752.4512
MEM 4866.593750 1741784752.7865
MEM 5649.593750 1741784753.1154
MEM 4750.941406 1741784753.4345
MEM 5674.628906 1741784753.7919
MEM 5116.324219 1741784754.0595
MEM 5378.281250 1741784754.4543
MEM 5086.281250 1741784754.7915
MEM 4746.281250 1741784755.1457
MEM 5275.628906 1741784755.4186
MEM 4943.281250 1741784755.7214
MEM 5180.933594 1741784755.9060
MEM 4791.933594 1741784756.2458
MEM 5024.585938 1741784756.4764
MEM 5278.585938 1741784756.7592
MEM 5736.933594 1741784756.9975
MEM 5268.628906 1741784757.2754
MEM 4774.281250 1741784757.5140
MEM 5439.628906 1741784757.7368
MEM 5308.281250 1741784758.1050
MEM 5543.281250 1741784758.3951
MEM 5161.421875 1741784758.6588
MEM 4979.000000 1741784758.8545
MEM 4891.000000 1741784759.0315
MEM 5216.652344 1741784759.3958
MEM 5191.957031 1741784759.8450
MEM 5744.175781 1741784760.2281
MEM 5288.402344 1741784760.4866
MEM 5285.402344 1741784760.6633
MEM 5217.523438 1741784761.0304
MEM 5388.175781 1741784761.2603
MEM 4770.226562 1741784761.6193
MEM 5608.226562 1741784761.9703
MEM 5246.910156 1741784762.1950
MEM 5306.562500 1741784762.4600
MEM 5544.910156 1741784762.7681
MEM 5473.562500 1741784763.1248
MEM 4389.910156 1741784763.4459
MEM 4847.257812 1741784763.6845
MEM 5244.257812 1741784763.9247
MEM 6179.605469 1741784764.3242
MEM 4887.910156 1741784764.6468
MEM 5261.257812 1741784765.0120
MEM 4896.910156 1741784765.4428
MEM 5061.257812 1741784765.7827
MEM 5182.214844 1741784766.2196
MEM 5604.214844 1741784766.5802
MEM 5223.519531 1741784766.8830
MEM 5144.867188 1741784767.2634
MEM 5518.910156 1741784767.5977
MEM 5398.562500 1741784767.8962
MEM 5235.562500 1741784768.1939
MEM 5259.562500 1741784768.5010
MEM 5313.257812 1741784768.8476
MEM 5128.562500 1741784769.1701
MEM 5583.562500 1741784769.4020
MEM 5809.867188 1741784769.6887
MEM 5458.867188 1741784769.9684
MEM 4806.523438 1741784770.2763
MEM 5057.871094 1741784770.5841
MEM 5806.871094 1741784770.8276
MEM 5880.871094 1741784771.1911
MEM 4869.175781 1741784771.4810
MEM 5209.523438 1741784771.8492
MEM 5524.175781 1741784772.1383
MEM 5533.441406 1741784772.4390
MEM 5646.523438 1741784772.7972
MEM 4973.175781 1741784773.1376
MEM 5355.175781 1741784773.3201
MEM 4748.480469 1741784773.5673
MEM 5964.828125 1741784773.8103
MEM 5836.828125 1741784774.1035
MEM 5224.175781 1741784774.5688
MEM 5673.871094 1741784774.8355
MEM 5302.828125 1741784775.2288
MEM 4762.523438 1741784775.4729
MEM 5243.957031 1741784775.6666
MEM 5137.957031 1741784775.9232
MEM 5348.652344 1741784776.2183
MEM 4813.304688 1741784776.5982
MEM 5281.304688 1741784776.9675
MEM 4837.000000 1741784777.1878
MEM 5121.652344 1741784777.4763
MEM 5125.652344 1741784777.9017
MEM 5001.000000 1741784778.1659
MEM 6058.000000 1741784778.4523
MEM 5161.652344 1741784778.7995
MEM 5112.304688 1741784779.1568
MEM 5790.261719 1741784779.5497
MEM 5305.914062 1741784779.9331
MEM 4586.261719 1741784780.3016
MEM 4547.289062 1741784780.6358
MEM 4940.941406 1741784781.0225
MEM 5231.289062 1741784781.2738
MEM 6118.636719 1741784781.4490
MEM 5181.636719 1741784781.6833
MEM 5009.628906 1741784782.0070
MEM 5375.281250 1741784782.1802
MEM 4904.628906 1741784782.3555
MEM 5045.628906 1741784782.5223
MEM 4923.281250 1741784782.7967
MEM 5935.628906 1741784783.0706
MEM 5256.773438 1741784783.3820
MEM 4953.281250 1741784783.6265
MEM 5328.902344 1741784783.9177
MEM 4988.554688 1741784784.3018
MEM 5341.902344 1741784784.6660
MEM 5790.957031 1741784785.0538
MEM 5064.945312 1741784785.4074
MEM 4546.597656 1741784785.7641
MEM 5793.945312 1741784786.1499
MEM 5233.890625 1741784786.4533
MEM 5021.250000 1741784786.7999
MEM 5040.902344 1741784787.0520
MEM 4600.945312 1741784787.3983
MEM 5340.945312 1741784787.6593
MEM 5287.597656 1741784787.8876
MEM 5223.250000 1741784788.1882
MEM 5026.355469 1741784788.4619
MEM 4302.250000 1741784788.7306
MEM 4432.250000 1741784789.0701
MEM 4311.843750 1741784789.3737
MEM 4407.191406 1741784789.6727
MEM 4792.191406 1741784789.9645
MEM 5476.191406 1741784790.3112
MEM 4904.148438 1741784790.7298
MEM 4146.191406 1741784791.1169
MEM 4682.539062 1741784791.4511
MEM 4433.191406 1741784791.7572
MEM 4320.886719 1741784791.9594
MEM 4196.539062 1741784792.1414
MEM 4685.582031 1741784792.3556
MEM 4623.859375 1741784792.5759
MEM 4734.207031 1741784792.8328
MEM 3664.859375 1741784793.2889
MEM 4591.511719 1741784793.6104
MEM 4407.996094 1741784793.8839
MEM 4683.902344 1741784794.0690
MEM 5275.554688 1741784794.3663
MEM 4242.859375 1741784794.6084
MEM 4543.207031 1741784794.9549
MEM 5126.511719 1741784795.2022
MEM 3919.859375 1741784795.4607
MEM 5185.554688 1741784795.6950
MEM 4681.902344 1741784796.0041
MEM 5213.257812 1741784796.2101
MEM 4514.562500 1741784796.4735
MEM 4218.867188 1741784796.8601
MEM 4896.257812 1741784797.1216
MEM 4260.953125 1741784797.4146
MEM 4745.953125 1741784797.7374
MEM 4657.953125 1741784798.0599
MEM 4841.953125 1741784798.4263
MEM 4471.953125 1741784798.7076
MEM 4203.953125 1741784798.9580
MEM 5014.300781 1741784799.3002
MEM 4904.953125 1741784799.6208
MEM 4559.300781 1741784799.9584
MEM 4882.300781 1741784800.1438
MEM 4384.046875 1741784800.4957
MEM 5489.046875 1741784800.7971
MEM 4819.667969 1741784801.1920
MEM 4702.667969 1741784801.6246
MEM 4836.457031 1741784801.8709
MEM 4936.722656 1741784802.2471
MEM 4895.375000 1741784802.5185
MEM 4984.933594 1741784802.8354
MEM 3963.933594 1741784803.2219
MEM 4924.296875 1741784803.5934
MEM 4630.949219 1741784803.8446
MEM 4839.949219 1741784804.0891
MEM 4221.296875 1741784804.3720
MEM 4763.296875 1741784804.5666
MEM 5057.296875 1741784804.8999
MEM 4586.367188 1741784805.2795
MEM 4728.019531 1741784805.6399
MEM 4305.671875 1741784805.8843
MEM 4270.324219 1741784806.2567
MEM 4897.324219 1741784806.6091
MEM 4869.324219 1741784807.0043
MEM 4699.628906 1741784807.4168
MEM 4957.585938 1741784807.8150
MEM 4877.238281 1741784808.0571
MEM 4303.195312 1741784808.3944
MEM 4613.890625 1741784808.7037
MEM 4650.109375 1741784808.9394
MEM 4760.457031 1741784809.2208
MEM 4413.710938 1741784809.5674
MEM 5043.710938 1741784809.9750
MEM 4574.363281 1741784810.2912
MEM 5091.058594 1741784810.6140
MEM 4138.710938 1741784810.9119
MEM 4439.710938 1741784811.2188
MEM 5044.710938 1741784811.5573
MEM 4444.230469 1741784811.8205
MEM 4606.230469 1741784812.1798
MEM 4729.230469 1741784812.4616
MEM 4851.230469 1741784812.8438
MEM 4956.925781 1741784813.0988
MEM 4558.925781 1741784813.3544
MEM 3728.578125 1741784813.6444
MEM 5362.273438 1741784813.8578
MEM 4163.273438 1741784814.2120
MEM 5052.968750 1741784814.4293
MEM 5183.621094 1741784814.6776
MEM 4200.621094 1741784814.9782
MEM 4878.968750 1741784815.1531
MEM 5231.968750 1741784815.4186
MEM 4935.273438 1741784815.5942
MEM 5020.968750 1741784815.8707
MEM 4352.968750 1741784816.1246
MEM 4211.273438 1741784816.4656
MEM 4656.132812 1741784816.7948
MEM 4905.132812 1741784817.1321
MEM 4574.785156 1741784817.5272
MEM 4485.132812 1741784817.8514
MEM 5376.480469 1741784818.0427
MEM 4374.035156 1741784818.3562
MEM 4618.382812 1741784818.6903
MEM 4388.785156 1741784819.0827
MEM 4627.132812 1741784819.3633
MEM 4555.132812 1741784819.6389
MEM 4483.480469 1741784820.0040
MEM 5033.480469 1741784820.3734
MEM 4661.175781 1741784820.6526
MEM 4571.828125 1741784820.9568
MEM 4260.480469 1741784821.2326
MEM 4693.757812 1741784821.5119
MEM 4553.792969 1741784821.7366
MEM 5101.292969 1741784822.0486
MEM 5108.757812 1741784822.3532
MEM 4872.757812 1741784822.6036
MEM 4589.105469 1741784822.8895
MEM 4478.757812 1741784823.2882
MEM 4841.410156 1741784823.6191
MEM 5104.738281 1741784823.8954
MEM 5043.390625 1741784824.0906
MEM 4535.234375 1741784824.3954
MEM 4214.886719 1741784824.6281
MEM 4923.101562 1741784824.9137
MEM 4489.582031 1741784825.1698
MEM 4394.929688 1741784825.5135
MEM 4467.277344 1741784825.8510
MEM 4981.972656 1741784826.0442
MEM 4126.625000 1741784826.4185
MEM 4311.625000 1741784826.8322
MEM 4981.382812 1741784827.1440
MEM 4906.382812 1741784827.4156
MEM 4855.382812 1741784827.7108
MEM 4443.906250 1741784828.0558
MEM 4284.906250 1741784828.2767
MEM 4528.906250 1741784828.5223
MEM 4460.906250 1741784828.8716
MEM 4760.601562 1741784829.2139
MEM 4637.253906 1741784829.5847
MEM 4720.253906 1741784829.8063
MEM 4975.343750 1741784830.2462
MEM 4520.648438 1741784830.5250
MEM 4826.648438 1741784830.8897
MEM 4435.996094 1741784831.1770
MEM 4303.343750 1741784831.4557
MEM 4911.996094 1741784831.7900
MEM 4345.343750 1741784832.1038
MEM 4684.343750 1741784832.3399
MEM 4459.648438 1741784832.6294
MEM 4170.996094 1741784832.9208
MEM 4487.343750 1741784833.2000
MEM 4474.039062 1741784833.5347
MEM 4451.691406 1741784833.8927
MEM 4468.898438 1741784834.1694
MEM 4467.550781 1741784834.5295
MEM 4916.996094 1741784834.7422
MEM 4667.996094 1741784835.0218
MEM 4936.343750 1741784835.3551
MEM 3908.996094 1741784835.6912
MEM 4623.425781 1741784835.9904
MEM 4795.425781 1741784836.3056
MEM 4744.121094 1741784836.5573
MEM 5240.468750 1741784836.8583
MEM 4160.816406 1741784837.1747
MEM 4831.121094 1741784837.4147
MEM 4256.468750 1741784837.6914
MEM 4440.468750 1741784837.9967
MEM 5429.816406 1741784838.3115
MEM 4543.468750 1741784838.5662
MEM 4510.121094 1741784838.8295
MEM 4974.121094 1741784839.0690
MEM 4789.773438 1741784839.3424
MEM 5060.773438 1741784839.6440
MEM 3947.566406 1741784839.9797
MEM 4825.914062 1741784840.2824
MEM 4584.566406 1741784840.5335
MEM 4605.218750 1741784840.9010
MEM 4410.875000 1741784841.2107
MEM 4696.816406 1741784841.4602
MEM 3837.156250 1741784841.7395
MEM 4715.683594 1741784841.9938
MEM 4401.335938 1741784842.2318
MEM 4694.335938 1741784842.5606
MEM 4843.683594 1741784842.8366
MEM 4984.988281 1741784843.1175
MEM 4562.640625 1741784843.4084
MEM 4790.988281 1741784843.6593
MEM 4738.640625 1741784843.9396
MEM 4226.292969 1741784844.4154
MEM 4597.640625 1741784844.7481
MEM 4320.292969 1741784845.0358
MEM 4574.988281 1741784845.4587
MEM 4205.988281 1741784845.7496
MEM 4666.605469 1741784846.0202
MEM 4894.304688 1741784846.4166
MEM 4678.652344 1741784846.7572
MEM 4240.304688 1741784847.0847
MEM 4885.480469 1741784847.3711
MEM 4402.785156 1741784847.6475
MEM 4930.480469 1741784847.9711
MEM 4850.152344 1741784848.2538
MEM 4707.109375 1741784848.6292
MEM 5368.457031 1741784848.9558
MEM 4836.089844 1741784849.3702
MEM 4766.437500 1741784849.6627
MEM 5085.089844 1741784850.0781
MEM 5023.742188 1741784850.3333
MEM 4343.089844 1741784850.6873
MEM 4828.742188 1741784851.0449
MEM 5031.046875 1741784851.3644
MEM 4684.699219 1741784851.6877
MEM 4621.656250 1741784852.0054
MEM 4628.414062 1741784852.2294
MEM 4340.125000 1741784852.5308
MEM 4906.820312 1741784852.8760
MEM 5113.757812 1741784853.1660
MEM 4566.757812 1741784853.4917
MEM 4653.757812 1741784853.8199
MEM 5501.410156 1741784854.1907
MEM 4651.757812 1741784854.4576
MEM 4718.757812 1741784854.6875
MEM 5030.757812 1741784854.9315
MEM 4761.105469 1741784855.1787
MEM 4770.105469 1741784855.4744
MEM 5406.062500 1741784855.8018
MEM 4593.714844 1741784856.0670
MEM 5241.714844 1741784856.3370
MEM 5049.062500 1741784856.7081
MEM 5046.062500 1741784856.9616
MEM 5004.714844 1741784857.2247
MEM 3952.410156 1741784857.5901
MEM 4667.757812 1741784857.9706
MEM 5018.453125 1741784858.3241
MEM 4435.757812 1741784858.7141
MEM 4321.832031 1741784859.1254
MEM 5281.179688 1741784859.3936
MEM 4062.503906 1741784859.6559
MEM 4903.503906 1741784859.9887
MEM 4368.503906 1741784860.4331
MEM 4652.503906 1741784860.7705
MEM 4712.816406 1741784861.0613
MEM 4911.121094 1741784861.3779
MEM 4816.859375 1741784861.6595
MEM 4958.242188 1741784861.9252
MEM 4802.894531 1741784862.1924
MEM 4103.894531 1741784862.4993
MEM 4982.894531 1741784862.7779
MEM 5175.894531 1741784862.9787
MEM 4273.242188 1741784863.1526
MEM 4519.589844 1741784863.4941
MEM 5469.589844 1741784863.7213
MEM 4867.589844 1741784863.9585
MEM 4454.894531 1741784864.1669
MEM 4467.941406 1741784864.4915
MEM 4740.593750 1741784864.7108
MEM 3994.234375 1741784864.9763
MEM 4658.234375 1741784865.2310
MEM 4567.582031 1741784865.5211
MEM 5390.894531 1741784865.7515
MEM 4388.191406 1741784865.9915
MEM 4631.539062 1741784866.2950
MEM 4445.539062 1741784866.5931
MEM 5088.886719 1741784867.0652
MEM 5036.886719 1741784867.3569
MEM 4669.886719 1741784867.5897
MEM 5260.234375 1741784867.9474
MEM 4463.933594 1741784868.2562
MEM 4968.843750 1741784868.5561
MEM 4891.886719 1741784868.9477
MEM 4838.886719 1741784869.1718
MEM 5214.886719 1741784869.3628
MEM 4414.234375 1741784869.5820
MEM 5169.886719 1741784869.8315
MEM 4450.886719 1741784870.1139
MEM 4217.234375 1741784870.3785
MEM 3878.234375 1741784870.7586
MEM 4232.886719 1741784870.9689
MEM 4724.929688 1741784871.2949
MEM 5534.929688 1741784871.6900
MEM 5093.582031 1741784871.9024
MEM 4441.277344 1741784872.1791
MEM 4829.277344 1741784872.4184
MEM 5225.972656 1741784872.6259
MEM 4698.972656 1741784873.0130
MEM 4810.625000 1741784873.3109
MEM 4799.441406 1741784873.5425
MEM 4849.441406 1741784873.9620
MEM 4764.015625 1741784874.2205
MEM 4564.015625 1741784874.6146
MEM 3926.667969 1741784874.9403
MEM 4660.320312 1741784875.1020
MEM 4682.996094 1741784875.4675
MEM 4471.648438 1741784875.9527
MEM 4643.648438 1741784876.3406
MEM 4729.953125 1741784876.8330
MEM 4704.953125 1741784877.1113
MEM 5126.953125 1741784877.3962
MEM 4456.257812 1741784877.7286
MEM 4441.910156 1741784878.0378
MEM 5026.605469 1741784878.3193
MEM 4915.605469 1741784878.7012
MEM 4477.992188 1741784879.0337
MEM 5560.851562 1741784879.3966
MEM 4511.503906 1741784879.6849
MEM 4431.503906 1741784879.9822
MEM 4625.199219 1741784880.3474
MEM 4897.546875 1741784880.6889
MEM 3769.894531 1741784881.0706
MEM 4460.960938 1741784881.2519
MEM 5038.308594 1741784881.5104
MEM 4375.656250 1741784881.8630
MEM 4652.308594 1741784882.1381
MEM 4645.085938 1741784882.4963
MEM 4562.085938 1741784882.8349
MEM 4951.738281 1741784883.1272
MEM 4689.738281 1741784883.5328
MEM 4393.042969 1741784883.9767
MEM 5220.042969 1741784884.2682
MEM 4501.042969 1741784884.5180
MEM 5119.042969 1741784884.7861
MEM 3737.695312 1741784885.1923
MEM 4874.042969 1741784885.3762
MEM 4477.695312 1741784885.6055
MEM 4338.390625 1741784885.9173
MEM 4162.265625 1741784886.2570
MEM 4549.265625 1741784886.5989
MEM 5147.917969 1741784886.8806
MEM 4506.316406 1741784887.0877
MEM 4743.968750 1741784887.4065
MEM 4709.621094 1741784887.7204
MEM 4675.273438 1741784887.9532
MEM 3972.273438 1741784888.1765
MEM 5032.273438 1741784888.3527
MEM 5143.621094 1741784888.5512
MEM 3688.273438 1741784888.9019
MEM 4094.273438 1741784889.2227
MEM 4218.105469 1741784889.5696
MEM 4753.273438 1741784889.8847
MEM 5369.578125 1741784890.1950
MEM 4930.230469 1741784890.4716
MEM 5263.578125 1741784890.7211
MEM 4885.925781 1741784891.0596
MEM 4759.273438 1741784891.3434
MEM 4769.578125 1741784891.6693
MEM 5117.925781 1741784892.0075
MEM 5281.578125 1741784892.3429
MEM 5301.230469 1741784892.6819
MEM 4857.187500 1741784893.0599
MEM 4728.882812 1741784893.3488
MEM 5173.230469 1741784893.6831
MEM 4969.621094 1741784893.9591
MEM 5005.621094 1741784894.3027
MEM 4792.273438 1741784894.6820
MEM 4742.261719 1741784895.0206
MEM 5153.609375 1741784895.2778
MEM 4928.726562 1741784895.5893
MEM 4869.683594 1741784895.9555
MEM 5222.378906 1741784896.2239
MEM 4556.914062 1741784896.4596
MEM 4352.914062 1741784896.7858
MEM 4463.914062 1741784897.1703
MEM 5020.914062 1741784897.4890
MEM 4645.566406 1741784897.9337
MEM 5042.566406 1741784898.2798
MEM 4808.914062 1741784898.5676
MEM 4755.261719 1741784898.9342
MEM 5051.531250 1741784899.2777
MEM 4983.914062 1741784899.6015
MEM 4437.218750 1741784899.8812
MEM 4983.523438 1741784900.1863
MEM 4875.218750 1741784900.4622
MEM 4879.218750 1741784900.7219
MEM 4679.914062 1741784901.0223
MEM 4257.261719 1741784901.3415
MEM 5295.609375 1741784901.5368
MEM 4931.957031 1741784901.7275
MEM 4686.957031 1741784901.9569
MEM 4570.734375 1741784902.3914
MEM 4731.734375 1741784902.6854
MEM 4698.386719 1741784902.9684
MEM 5119.386719 1741784903.1948
MEM 4695.039062 1741784903.4303
MEM 4653.039062 1741784903.7724
MEM 4778.386719 1741784904.0568
MEM 4394.691406 1741784904.4704
MEM 4886.691406 1741784904.6853
MEM 4656.039062 1741784904.9193
MEM 4295.039062 1741784905.3048
MEM 4900.386719 1741784905.4796
MEM 5271.039062 1741784905.7628
MEM 5138.066406 1741784905.9525
MEM 5352.066406 1741784906.2650
MEM 4688.718750 1741784906.4985
MEM 4290.718750 1741784906.8056
MEM 4470.066406 1741784907.1890
MEM 4753.718750 1741784907.4997
MEM 4544.371094 1741784907.8505
MEM 4359.066406 1741784908.1412
MEM 4884.761719 1741784908.5234
MEM 5060.414062 1741784908.7946
MEM 4721.414062 1741784909.0789
MEM 4839.414062 1741784909.3753
MEM 4671.066406 1741784909.7222
MEM 4520.414062 1741784910.1408
MEM 4162.761719 1741784910.4684
MEM 4879.109375 1741784910.7892
MEM 4691.414062 1741784911.0359
MEM 4090.066406 1741784911.3540
MEM 4382.394531 1741784911.6025
MEM 4281.718750 1741784911.8427
MEM 4646.718750 1741784912.2096
MEM 5259.414062 1741784912.5646
MEM 5073.066406 1741784912.7686
MEM 4651.066406 1741784913.1039
MEM 4823.066406 1741784913.3304
MEM 5691.718750 1741784913.6463
MEM 4157.066406 1741784913.8796
MEM 4544.371094 1741784914.1313
MEM 4930.371094 1741784914.4395
MEM 4805.718750 1741784914.8332
MEM 4678.718750 1741784915.1063
MEM 4866.023438 1741784915.5089
MEM 5080.371094 1741784915.9242
MEM 4362.414062 1741784916.3371
MEM 4871.761719 1741784916.5072
MEM 5081.761719 1741784916.7290
MEM 4302.332031 1741784917.0363
MEM 5195.332031 1741784917.3338
MEM 4219.027344 1741784917.5919
MEM 4836.375000 1741784917.8590
MEM 4361.027344 1741784918.1165
MEM 4358.332031 1741784918.3670
MEM 4143.679688 1741784918.6456
MEM 5093.679688 1741784918.8196
MEM 4726.679688 1741784919.0918
MEM 4845.027344 1741784919.3848
MEM 4726.679688 1741784919.6883
MEM 4792.332031 1741784919.9531
MEM 4631.679688 1741784920.2701
MEM 4403.332031 1741784920.6501
MEM 5108.332031 1741784920.9016
MEM 4723.984375 1741784921.2475
MEM 5023.636719 1741784921.4910
MEM 4216.289062 1741784921.7884
MEM 5165.640625 1741784922.0100
MEM 4698.640625 1741784922.2342
MEM 4296.640625 1741784922.6046
MEM 4257.292969 1741784922.8713
MEM 4654.292969 1741784923.1371
MEM 4873.292969 1741784923.3968
MEM 4843.945312 1741784923.6807
MEM 4990.250000 1741784923.9066
MEM 4635.250000 1741784924.1882
MEM 4552.597656 1741784924.5002
MEM 5314.597656 1741784924.8686
MEM 4244.046875 1741784925.1971
MEM 4647.046875 1741784925.4354
MEM 4343.742188 1741784925.6186
MEM 4849.742188 1741784925.9707
MEM 4748.742188 1741784926.2397
MEM 4762.785156 1741784926.4314
MEM 4427.785156 1741784926.7394
MEM 5073.785156 1741784927.0966
MEM 4764.785156 1741784927.3985
MEM 4823.535156 1741784927.7612
MEM 4734.437500 1741784928.0580
MEM 4411.328125 1741784928.3846
MEM 4329.003906 1741784928.7246
MEM 5014.308594 1741784929.1105
MEM 4544.980469 1741784929.4340
MEM 4959.632812 1741784929.7960
MEM 4827.937500 1741784930.2129
MEM 4408.980469 1741784930.5694
MEM 4911.980469 1741784930.8888
MEM 4973.632812 1741784931.2085
MEM 4774.980469 1741784931.5764
MEM 4120.980469 1741784931.9120
MEM 5108.285156 1741784932.2398
MEM 4598.632812 1741784932.5852
MEM 5505.980469 1741784932.9792
MEM 4366.402344 1741784933.1995
MEM 4616.750000 1741784933.4700
MEM 5075.750000 1741784933.8107
MEM 5314.402344 1741784934.1288
MEM 4689.054688 1741784934.4603
MEM 4787.976562 1741784934.8122
MEM 4970.628906 1741784935.2365
MEM 4864.976562 1741784935.6092
MEM 4617.628906 1741784936.0186
MEM 4890.976562 1741784936.3933
MEM 5011.324219 1741784936.7286
MEM 4539.324219 1741784937.1331
MEM 4996.019531 1741784937.4625
MEM 4662.144531 1741784937.7923
MEM 4979.671875 1741784938.0935
MEM 5281.324219 1741784938.4271
MEM 5119.019531 1741784938.6898
MEM 4381.324219 1741784939.0288
MEM 4708.976562 1741784939.3549
MEM 4253.976562 1741784939.6763
MEM 4383.628906 1741784939.8941
MEM 4257.628906 1741784940.1737
MEM 5111.281250 1741784940.4894
MEM 4206.628906 1741784940.7611
MEM 4462.281250 1741784941.0581
MEM 4265.281250 1741784941.3182
MEM 5084.281250 1741784941.5590
MEM 4637.933594 1741784941.7899
MEM 4885.628906 1741784942.0734
MEM 4106.585938 1741784942.4435
MEM 4558.585938 1741784942.6777
MEM 4940.628906 1741784942.8613
MEM 4958.628906 1741784943.1963
MEM 4617.976562 1741784943.5240
MEM 4573.628906 1741784943.8057
MEM 3939.933594 1741784944.1060
MEM 4799.976562 1741784944.2733
MEM 4788.976562 1741784944.6996
MEM 5202.976562 1741784944.9152
MEM 4788.628906 1741784945.1869
MEM 4418.281250 1741784945.4086
MEM 4756.933594 1741784945.8383
MEM 4676.238281 1741784946.1445
MEM 4524.585938 1741784946.5189
MEM 5359.238281 1741784946.8525
MEM 4645.585938 1741784947.1525
MEM 4376.890625 1741784947.4354
MEM 5061.890625 1741784947.9045
MEM 5072.890625 1741784948.1421
MEM 4765.585938 1741784948.4381
MEM 4650.238281 1741784948.6641
MEM 4473.890625 1741784948.9626
MEM 5194.890625 1741784949.2300
MEM 4596.503906 1741784949.5585
MEM 4563.890625 1741784949.8463
MEM 4937.542969 1741784950.1895
MEM 4225.238281 1741784950.4378
MEM 4162.238281 1741784950.7379
MEM 4749.523438 1741784951.0328
MEM 4280.523438 1741784951.2097
MEM 5305.871094 1741784951.4345
MEM 4872.914062 1741784951.6888
MEM 5146.480469 1741784951.9218
MEM 4543.535156 1741784952.3508
MEM 4245.535156 1741784952.7091
MEM 5128.535156 1741784952.9630
MEM 4694.882812 1741784953.2576
MEM 4729.882812 1741784953.6325
MEM 4305.187500 1741784953.9299
MEM 4952.535156 1741784954.2429
MEM 4760.136719 1741784954.5148
MEM 5120.136719 1741784954.7837
MEM 4897.187500 1741784955.0228
MEM 5081.839844 1741784955.3998
MEM 4874.492188 1741784955.6740
MEM 4419.796875 1741784955.9686
MEM 5211.492188 1741784956.3111
MEM 4810.160156 1741784956.6276
MEM 5342.507812 1741784956.9534
MEM 4938.812500 1741784957.1946
MEM 4221.066406 1741784957.4923
MEM 4805.066406 1741784957.7775
MEM 4898.718750 1741784958.1418
MEM 3906.675781 1741784958.3754
MEM 4527.023438 1741784958.6978
MEM 4638.371094 1741784959.0195
MEM 5400.371094 1741784959.3305
MEM 4867.023438 1741784959.5850
MEM 4672.675781 1741784959.9161
MEM 5327.023438 1741784960.1130
MEM 5418.023438 1741784960.3301
MEM 4121.328125 1741784960.5899
MEM 4831.328125 1741784960.8477
MEM 4619.980469 1741784961.0781
MEM 4955.328125 1741784961.4972
MEM 4924.980469 1741784961.7786
MEM 4451.675781 1741784962.0648
MEM 5032.023438 1741784962.3066
MEM 5337.023438 1741784962.5901
MEM 5098.328125 1741784962.9481
MEM 3652.980469 1741784963.3194
MEM 4762.675781 1741784963.5498
MEM 4993.023438 1741784963.7576
MEM 4160.199219 1741784964.0619
MEM 4787.671875 1741784964.4412
MEM 5281.394531 1741784964.7556
MEM 4496.976562 1741784965.0234
MEM 4575.976562 1741784965.2879
MEM 4552.628906 1741784965.4817
MEM 5122.976562 1741784965.6753
MEM 4429.554688 1741784965.9625
MEM 4821.367188 1741784966.2123
MEM 4611.671875 1741784966.6255
MEM 4723.019531 1741784966.8542
MEM 4810.714844 1741784967.2490
MEM 4195.367188 1741784967.5964
MEM 5355.062500 1741784967.9087
MEM 4844.070312 1741784968.1823
MEM 4549.722656 1741784968.5010
MEM 4652.070312 1741784968.7946
MEM 4507.765625 1741784969.0900
MEM 4377.070312 1741784969.3706
MEM 4436.070312 1741784969.7435
MEM 4865.417969 1741784970.0918
MEM 5150.070312 1741784970.3715
MEM 4655.046875 1741784970.6417
MEM 4987.046875 1741784970.9259
MEM 4942.046875 1741784971.2137
MEM 4161.742188 1741784971.5801
MEM 4812.742188 1741784971.8630
