Framework,Workload,NThread,Iteration,ExecutionTime(s)
SEQUENTIAL,Several Faces,5,0,1359.697808
SEQUENTIAL,Several Faces,5,1,1360.359123
SEQUENTIAL,Several Faces,5,2,1360.205617
SEQUENTIAL,Several Faces,5,3,1366.138499
SEQUENTIAL,Several Faces,5,4,1360.787130
SEQUENTIAL,Several Faces,5,5,1359.742424
SEQUENTIAL,Several Faces,5,6,1360.003431
SEQUENTIAL,Several Faces,5,7,1362.602413
SEQUENTIAL,Several Faces,5,8,1360.640537
SEQUENTIAL,Several Faces,5,9,1359.966311
SEQUENTIAL,Several Faces,10,0,1360.369477
SEQUENTIAL,Several Faces,10,1,1360.522414
SEQUENTIAL,Several Faces,10,2,1359.716222
SEQUENTIAL,Several Faces,10,3,1360.512336
SEQUENTIAL,Several Faces,10,4,1359.977823
SEQUENTIAL,Several Faces,10,5,1360.005315
SEQUENTIAL,Several Faces,10,6,1364.467633
SEQUENTIAL,Several Faces,10,7,1362.474968
SEQUENTIAL,Several Faces,10,8,1359.818948
SEQUENTIAL,Several Faces,10,9,1359.951972
SEQUENTIAL,Several Faces,15,0,1359.744184
SEQUENTIAL,Several Faces,15,1,1359.344273
SEQUENTIAL,Several Faces,15,2,1361.122038
SEQUENTIAL,Several Faces,15,3,1362.240352
SEQUENTIAL,Several Faces,15,4,1360.417886
SEQUENTIAL,Several Faces,15,5,1360.042252
SEQUENTIAL,Several Faces,15,6,1366.353959
SEQUENTIAL,Several Faces,15,7,1360.741256
SEQUENTIAL,Several Faces,15,8,1359.959802
SEQUENTIAL,Several Faces,15,9,1360.913278
SEQUENTIAL,Several Faces,25,0,1359.550783
SEQUENTIAL,Several Faces,25,1,1360.796289
SEQUENTIAL,Several Faces,25,2,1360.480246
SEQUENTIAL,Several Faces,25,3,1364.071548
SEQUENTIAL,Several Faces,25,4,1359.602539
SEQUENTIAL,Several Faces,25,5,1360.763387
SEQUENTIAL,Several Faces,25,6,1360.806942
SEQUENTIAL,Several Faces,25,7,1359.667306
SEQUENTIAL,Several Faces,25,8,1359.568547
SEQUENTIAL,Several Faces,25,9,1359.233734
SEQUENTIAL,Several Faces,30,0,1360.254852
SEQUENTIAL,Several Faces,30,1,1360.611484
SEQUENTIAL,Several Faces,30,2,1361.415676
SEQUENTIAL,Several Faces,30,3,1361.834605
SEQUENTIAL,Several Faces,30,4,1359.570544
SEQUENTIAL,Several Faces,30,5,1363.016847
SEQUENTIAL,Several Faces,30,6,1365.609936
SEQUENTIAL,Several Faces,30,7,1358.519194
SEQUENTIAL,Several Faces,30,8,1359.962431
SEQUENTIAL,Several Faces,30,9,1359.877384
TOKIO,Mixed,1,0,1081.653500
TOKIO,Mixed,1,1,1081.077918
TOKIO,Mixed,1,2,1080.349739
TOKIO,Mixed,1,3,1082.450689
TOKIO,Mixed,1,4,1085.973750
TOKIO,Mixed,1,5,1080.321052
TOKIO,Mixed,1,6,1083.184284
TOKIO,Mixed,1,7,1085.417897
TOKIO,Mixed,1,8,1081.620238
TOKIO,Mixed,1,9,1080.715212
TOKIO,Mixed,5,0,213.700518
TOKIO,Mixed,5,1,213.799613
TOKIO,Mixed,5,2,219.421205
TOKIO,Mixed,5,3,216.551041
TOKIO,Mixed,5,4,213.877990
TOKIO,Mixed,5,5,213.390345
TOKIO,Mixed,5,6,214.032936
TOKIO,Mixed,5,7,214.168781
TOKIO,Mixed,5,8,213.490090
TOKIO,Mixed,5,9,213.724686
TOKIO,Mixed,10,0,108.083250
TOKIO,Mixed,10,1,107.861087
TOKIO,Mixed,10,2,108.668214
TOKIO,Mixed,10,3,112.412545
TOKIO,Mixed,10,4,108.260696
TOKIO,Mixed,10,5,108.071957
TOKIO,Mixed,10,6,108.206689
TOKIO,Mixed,10,7,107.650718
TOKIO,Mixed,10,8,107.825858
TOKIO,Mixed,10,9,107.683447
TOKIO,Mixed,15,0,91.347165
TOKIO,Mixed,15,1,90.460823
TOKIO,Mixed,15,2,90.838316
TOKIO,Mixed,15,3,93.873677
TOKIO,Mixed,15,4,90.436678
TOKIO,Mixed,15,5,88.822009
TOKIO,Mixed,15,6,91.123356
TOKIO,Mixed,15,7,91.003367
TOKIO,Mixed,15,8,90.156699
TOKIO,Mixed,15,9,90.806013
TOKIO,Mixed,25,0,64.435423
TOKIO,Mixed,25,1,65.912010
TOKIO,Mixed,25,2,64.158239
TOKIO,Mixed,25,3,57.031400
TOKIO,Mixed,25,4,66.106580
TOKIO,Mixed,25,5,66.807501
TOKIO,Mixed,25,6,65.440360
TOKIO,Mixed,25,7,63.282141
TOKIO,Mixed,25,8,66.606885
TOKIO,Mixed,25,9,63.085809
TOKIO,Mixed,30,0,38.279147
TOKIO,Mixed,30,1,37.277983
TOKIO,Mixed,30,2,37.273093
TOKIO,Mixed,30,3,37.648336
TOKIO,Mixed,30,4,37.391015
TOKIO,Mixed,30,5,37.193767
TOKIO,Mixed,30,6,37.089256
TOKIO,Mixed,30,7,37.906942
TOKIO,Mixed,30,8,39.154734
TOKIO,Mixed,30,9,39.205449
TOKIO,One Face,1,0,1168.720625
TOKIO,One Face,1,1,1167.371340
TOKIO,One Face,1,2,1167.596826
TOKIO,One Face,1,3,1174.127344
TOKIO,One Face,1,4,1177.350185
TOKIO,One Face,1,5,1168.689317
TOKIO,One Face,1,6,1171.288922
TOKIO,One Face,1,7,1179.556036
TOKIO,One Face,1,8,1169.008965
TOKIO,One Face,1,9,1168.746786
TOKIO,One Face,5,0,230.897225
TOKIO,One Face,5,1,231.004123
TOKIO,One Face,5,2,231.360500
TOKIO,One Face,5,3,235.692860
TOKIO,One Face,5,4,231.070693
TOKIO,One Face,5,5,230.459425
TOKIO,One Face,5,6,230.736231
TOKIO,One Face,5,7,231.313379
TOKIO,One Face,5,8,230.513428
TOKIO,One Face,5,9,231.127157
TOKIO,One Face,10,0,117.165275
TOKIO,One Face,10,1,116.801234
TOKIO,One Face,10,2,117.235873
TOKIO,One Face,10,3,123.007030
TOKIO,One Face,10,4,116.916912
TOKIO,One Face,10,5,117.180287
TOKIO,One Face,10,6,117.034681
TOKIO,One Face,10,7,117.095958
TOKIO,One Face,10,8,117.051971
TOKIO,One Face,10,9,116.790980
TOKIO,One Face,15,0,102.013998
TOKIO,One Face,15,1,99.979535
TOKIO,One Face,15,2,99.693812
TOKIO,One Face,15,3,100.578718
TOKIO,One Face,15,4,100.212226
TOKIO,One Face,15,5,101.863424
TOKIO,One Face,15,6,101.386974
TOKIO,One Face,15,7,100.058435
TOKIO,One Face,15,8,100.323909
TOKIO,One Face,15,9,100.718731
TOKIO,One Face,25,0,60.790802
TOKIO,One Face,25,1,62.380815
TOKIO,One Face,25,2,62.067927
TOKIO,One Face,25,3,58.717134
TOKIO,One Face,25,4,61.719513
TOKIO,One Face,25,5,61.956128
TOKIO,One Face,25,6,61.885779
TOKIO,One Face,25,7,62.388945
TOKIO,One Face,25,8,61.564776
TOKIO,One Face,25,9,61.757942
TOKIO,One Face,30,0,40.680967
TOKIO,One Face,30,1,40.228686
TOKIO,One Face,30,2,40.691905
TOKIO,One Face,30,3,40.372451
TOKIO,One Face,30,4,41.010920
TOKIO,One Face,30,5,40.335064
TOKIO,One Face,30,6,40.750633
TOKIO,One Face,30,7,40.367167
TOKIO,One Face,30,8,41.054930
TOKIO,One Face,30,9,41.344630
TOKIO,Several Faces,1,0,1389.039291
TOKIO,Several Faces,1,1,1388.591317
TOKIO,Several Faces,1,2,1405.207513
TOKIO,Several Faces,1,3,1399.998616
TOKIO,Several Faces,1,4,1391.106909
TOKIO,Several Faces,1,5,1389.236257
TOKIO,Several Faces,1,6,1392.102856
TOKIO,Several Faces,1,7,1399.497555
TOKIO,Several Faces,1,8,1389.188687
TOKIO,Several Faces,1,9,1389.156633
TOKIO,Several Faces,5,0,271.168250
TOKIO,Several Faces,5,1,271.094721
TOKIO,Several Faces,5,2,276.691822
TOKIO,Several Faces,5,3,273.807078
TOKIO,Several Faces,5,4,271.114430
TOKIO,Several Faces,5,5,271.535773
TOKIO,Several Faces,5,6,271.538526
TOKIO,Several Faces,5,7,271.368574
TOKIO,Several Faces,5,8,271.330796
TOKIO,Several Faces,5,9,271.676798
TOKIO,Several Faces,10,0,150.087422
TOKIO,Several Faces,10,1,153.267913
TOKIO,Several Faces,10,2,155.323294
TOKIO,Several Faces,10,3,161.025693
TOKIO,Several Faces,10,4,153.963015
TOKIO,Several Faces,10,5,149.204168
TOKIO,Several Faces,10,6,153.430549
TOKIO,Several Faces,10,7,158.235929
TOKIO,Several Faces,10,8,151.632841
TOKIO,Several Faces,10,9,149.445432
TOKIO,Several Faces,15,0,118.547717
TOKIO,Several Faces,15,1,118.008205
TOKIO,Several Faces,15,2,118.607848
TOKIO,Several Faces,15,3,115.215186
TOKIO,Several Faces,15,4,119.334122
TOKIO,Several Faces,15,5,118.036793
TOKIO,Several Faces,15,6,119.425498
TOKIO,Several Faces,15,7,119.601336
TOKIO,Several Faces,15,8,119.342822
TOKIO,Several Faces,15,9,119.330614
TOKIO,Several Faces,25,0,70.521766
TOKIO,Several Faces,25,1,68.562838
TOKIO,Several Faces,25,2,67.638912
TOKIO,Several Faces,25,3,66.185332
TOKIO,Several Faces,25,4,68.841444
TOKIO,Several Faces,25,5,68.721439
TOKIO,Several Faces,25,6,66.706348
TOKIO,Several Faces,25,7,69.559327
TOKIO,Several Faces,25,8,68.216026
TOKIO,Several Faces,25,9,69.412055
TOKIO,Several Faces,30,0,48.095001
TOKIO,Several Faces,30,1,47.811742
TOKIO,Several Faces,30,2,47.787384
TOKIO,Several Faces,30,3,48.267594
TOKIO,Several Faces,30,4,47.732626
TOKIO,Several Faces,30,5,47.856961
TOKIO,Several Faces,30,6,47.482496
TOKIO,Several Faces,30,7,48.092618
TOKIO,Several Faces,30,8,47.841384
TOKIO,Several Faces,30,9,47.975754
